gid;gml_id;Type (code);Type;Type;Statut (code);Statut;Status;Largeur;Commune;Gemeente;Coordonnées géographiques;Geo Shape;begin_date;end_date;last_check_or_update
3345;ac.fid--5822db6_19cbcb82e55_-1d92;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;2.14;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.86034011626205, 4.314023748704716;"{""coordinates"": [[[4.313118685130139, 50.85966027737618], [4.313169669721493, 50.859683856374815], [4.313186417010021, 50.859692682465045], [4.313196112791242, 50.859701056897016], [4.313218695420474, 50.859721138512484], [4.313789399534802, 50.86015516715037], [4.31386514589339, 50.86021535242937], [4.314202695272552, 50.86047277776462], [4.314384846753042, 50.86061555925297], [4.314568169587908, 50.860754855999595], [4.314746598005724, 50.860893239360976], [4.3147988564427, 50.86093683422142], [4.314817305339626, 50.860990510002665], [4.31481971502962, 50.86099486290308], [4.314823261675068, 50.86099854208402], [4.314892326867037, 50.86105562782383]]], ""type"": ""MultiLineString""}";;;
287;ac.fid--5822db6_19cbcb82e55_-1d91;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.777;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.8409270386337, 4.460480074123416;"{""coordinates"": [[[4.460445277528846, 50.84091861867602], [4.460455806859533, 50.840922391175624], [4.460474105094177, 50.840927657128944], [4.460500036707293, 50.840930492025976], [4.460515701342518, 50.84093102767082]]], ""type"": ""MultiLineString""}";;;
3610;ac.fid--5822db6_19cbcb82e55_-1d8e;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.33;Uccle;Ukkel;50.80574986607154, 4.3116647628435825;"{""coordinates"": [[[4.311654271470482, 50.80571863583493], [4.311675254216684, 50.80578109630814]]], ""type"": ""MultiLineString""}";;;
1094;ac.fid--5822db6_19cbcb82e55_-1d88;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.38;Bruxelles;Brussel;50.862230752298494, 4.351696822002397;"{""coordinates"": [[[4.351810676726623, 50.862370354541646], [4.351717764150023, 50.86225778997775], [4.351633600244226, 50.862152105569315], [4.351583835746593, 50.862090443059195]]], ""type"": ""MultiLineString""}";2020-01-01T01:00:00+01:00;;2024-10-17T02:00:00+02:00
274;ac.fid--5822db6_19cbcb82e55_-1d81;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;3.452;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.83488679397729, 4.428338611986912;"{""coordinates"": [[[4.428331759163583, 50.83487110552938], [4.428345464810241, 50.83490248242521]]], ""type"": ""MultiLineString""}";;;
2006;ac.fid--5822db6_19cbcb82e55_-1d7e;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;2.429;Schaerbeek;Schaarbeek;50.85048366838046, 4.394317451396026;"{""coordinates"": [[[4.39428632062833, 50.85041521151293], [4.394348582163722, 50.850552125247994]]], ""type"": ""MultiLineString""}";2014-01-01T01:00:00+01:00;;2024-09-20T02:00:00+02:00
771;ac.fid--5822db6_19cbcb82e55_-1d7d;5;Bande cyclable suggérée;Fietssugestiestrook;1;Existant;Bestaand;1.07;Bruxelles;Brussel;50.84223392564338, 4.369862599402696;"{""coordinates"": [[[4.36982848436534, 50.84217369138375], [4.369896714440053, 50.842294159903005]]], ""type"": ""MultiLineString""}";;;2024-09-25T02:00:00+02:00
33;ac.fid--5822db6_19cbcb82e55_-1d7c;11;Aménagement cyclopiéton bidirectionelle;Tweerichtings gedeeld voet/fietspad;1;Existant;Bestaand;;Bruxelles;Brussel;50.87650093207231, 4.376730828869052;"{""coordinates"": [[[4.374985706359017, 50.87545196452707], [4.375137806190959, 50.875681054240104], [4.375174696677766, 50.8757020090709], [4.378562699984965, 50.87745262156554]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-09-25T02:00:00+02:00
2588;ac.fid--5822db6_19cbcb82e55_-1d70;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.867;Ixelles;Elsene;50.82709397245205, 4.381171427783434;"{""coordinates"": [[[4.381199569799034, 50.82707132690633], [4.381143285767833, 50.827116617997774]]], ""type"": ""MultiLineString""}";2007-01-01T01:00:00+01:00;;2024-09-26T02:00:00+02:00
1517;ac.fid--5822db6_19cbcb82e55_-1d6f;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.7;Bruxelles;Brussel;50.87357228596052, 4.359706080445202;"{""coordinates"": [[[4.359808341638157, 50.87343618038602], [4.359603819252246, 50.87370839153501]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-10-02T02:00:00+02:00
2681;ac.fid--5822db6_19cbcb82e55_-1d6c;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.83;Ixelles;Elsene;50.83124077944195, 4.361164073498009;"{""coordinates"": [[[4.361196618978352, 50.83126686590544], [4.361131528017666, 50.83121469297847]]], ""type"": ""MultiLineString""}";2007-01-01T01:00:00+01:00;;2024-09-25T02:00:00+02:00
1872;ac.fid--5822db6_19cbcb82e55_-1d69;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.201;Schaerbeek;Schaarbeek;50.864114702943596, 4.409884039244126;"{""coordinates"": [[[4.4109289985273, 50.863035148842364], [4.4108283246268, 50.86313699284728], [4.410661085340909, 50.863310751471545], [4.410326734167303, 50.8636592527911], [4.410112432271538, 50.86388005835124], [4.409571686447023, 50.86443842185516], [4.409185815586804, 50.86483469436598], [4.408837889688976, 50.86519311823757]]], ""type"": ""MultiLineString""}";2009-09-01T02:00:00+02:00;;2024-09-20T02:00:00+02:00
2680;ac.fid--5822db6_19cbcb82e55_-1d67;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.91;Ixelles;Elsene;50.834291681444206, 4.368921513992458;"{""coordinates"": [[[4.368886172562169, 50.83427286373907], [4.368956855422748, 50.83431049914932]]], ""type"": ""MultiLineString""}";2007-01-01T01:00:00+01:00;;2024-09-25T02:00:00+02:00
2858;ac.fid--5822db6_19cbcb82e55_-1d5f;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;1.517;Ixelles;Elsene;50.79032049254886, 4.472349283858488;"{""coordinates"": [[[4.472332271731985, 50.790346751236484], [4.472366295984991, 50.790294233861225]]], ""type"": ""MultiLineString""}";;;
1735;ac.fid--5822db6_19cbcb82e55_-1d59;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.66;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.8695871850328, 4.342644273286577;"{""coordinates"": [[[4.342292391961099, 50.86919516979914], [4.342382571790806, 50.869303105431015], [4.342542637475414, 50.869479839078615], [4.342615608125941, 50.869557909889735], [4.342832931213153, 50.86979402985233], [4.342910557000897, 50.8698762495933], [4.343005994089578, 50.869970137191444]]], ""type"": ""MultiLineString""}";2016-01-01T01:00:00+01:00;;2024-10-02T02:00:00+02:00
2452;ac.fid--5822db6_19cbcb82e55_-1d58;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.013;Saint-Gilles;Sint-Gillis;50.82239738155383, 4.343564623531585;"{""coordinates"": [[[4.343087266958634, 50.82192492540933], [4.34320790298112, 50.82203355970167], [4.343207636152712, 50.82203331942006], [4.34347276783817, 50.82228494141879], [4.343659396612813, 50.822481133314454], [4.343890990693562, 50.82274750528443], [4.344013614485335, 50.82289760920655]]], ""type"": ""MultiLineString""}";;;
137;ac.fid--5822db6_19cbcb82e55_-1d55;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.918;Ixelles;Elsene;50.834395393375246, 4.378012972647619;"{""coordinates"": [[[4.378004609160246, 50.834421468119466], [4.378021336134992, 50.83436931863103]]], ""type"": ""MultiLineString""}";2009-04-01T02:00:00+02:00;;2024-09-25T02:00:00+02:00
2158;ac.fid--5822db6_19cbcb82e55_-1d53;1;Chemin forestier;Bosweg;1;Existant;Bestaand;;Ixelles;Elsene;50.80065208846816, 4.4636939549074075;"{""coordinates"": [[[4.463081540050652, 50.80051790557401], [4.463465772855329, 50.80062305036831], [4.463740249473306, 50.80070974168375], [4.463904829712236, 50.800709607175285], [4.464041979910527, 50.800709494908276], [4.464316209190057, 50.80067450390038]]], ""type"": ""MultiLineString""}";;;
2108;ac.fid--5822db6_19cbcb82e55_-1d51;11;Aménagement cyclopiéton bidirectionelle;Tweerichtings gedeeld voet/fietspad;1;Existant;Bestaand;6.0;Bruxelles;Brussel;50.83996071497953, 4.365361917412276;"{""coordinates"": [[[4.364898358043209, 50.83973434326423], [4.36573979602333, 50.84014497463959], [4.365824285606061, 50.840189436258]]], ""type"": ""MultiLineString""}";2019-01-01T01:00:00+01:00;;2024-09-30T02:00:00+02:00
270;ac.fid--5822db6_19cbcb82e55_-1d42;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.931;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.83617366184352, 4.466541039607886;"{""coordinates"": [[[4.467163088816647, 50.8367086830971], [4.465992474202708, 50.83570177439468], [4.465918413961374, 50.83563931739401]]], ""type"": ""MultiLineString""}";;;
1643;ac.fid--5822db6_19cbcb82e55_-1d3d;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.271;Bruxelles;Brussel;50.89643259426895, 4.340390263433488;"{""coordinates"": [[[4.341334491311171, 50.895387224657846], [4.341143037236609, 50.89559871206707], [4.340888536917621, 50.89588123194825], [4.340661096114239, 50.89613227650849], [4.340496930279586, 50.89631468957293], [4.34046011848814, 50.89635507800511], [4.340161708905091, 50.896685977740255], [4.339818079504967, 50.897066092992716], [4.339636971156391, 50.89726531913781], [4.339508648651373, 50.89740534055759], [4.339497844055483, 50.897418334674974], [4.339486195098676, 50.897433543140686], [4.339480148655658, 50.89744285748304], [4.339475679639042, 50.897450506103716], [4.339472667098076, 50.8974575236727], [4.339469087534195, 50.89746561693733], [4.339465731477249, 50.89747773942347], [4.339464276679021, 50.89748847268332]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-10-01T02:00:00+02:00
2450;ac.fid--5822db6_19cbcb82e55_-1d33;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.99;Uccle;Ukkel;50.814267165461324, 4.358178362666111;"{""coordinates"": [[[4.358133602267487, 50.814265805845864], [4.358223123064735, 50.81426852507679]]], ""type"": ""MultiLineString""}";;;
1656;ac.fid--5822db6_19cbcb82e55_-1d2f;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.948;Schaerbeek;Schaarbeek;50.86782856311119, 4.367597463601338;"{""coordinates"": [[[4.369041939795807, 50.869052058646496], [4.368960127134247, 50.868982446826884], [4.368795165436735, 50.86884239235326], [4.368653465134093, 50.86872148365926], [4.368444895208603, 50.868545497390976], [4.368343135540175, 50.868456133329076], [4.368300325467904, 50.8684210953551], [4.368260136636848, 50.86838623129672], [4.368176340190892, 50.868315855428555], [4.368008868051359, 50.86817483786275], [4.367884695504871, 50.86806982100393], [4.367677556538403, 50.86789546896201], [4.367542772635677, 50.86778103208601], [4.3674470358356, 50.86770051563542], [4.367334223518823, 50.86760439980235], [4.367060828856761, 50.867374807902394], [4.366875791668233, 50.86721870219012], [4.36668748122393, 50.86705813694264], [4.366584485907457, 50.86697076936171], [4.366419970012214, 50.866831557976205], [4.366337907138668, 50.866759519175474], [4.366274083075376, 50.86670684681804], [4.366237297371935, 50.86668205100562], [4.366190760016345, 50.86665749024266], [4.366164388935317, 50.86665014981364], [4.366145821365251, 50.86664773808657], [4.366130609737044, 50.866646166094775]]], ""type"": ""MultiLineString""}";2016-01-01T01:00:00+01:00;;2024-09-24T02:00:00+02:00
791;ac.fid--5822db6_19cbcb82e55_-1d1a;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.99;Bruxelles;Brussel;50.84087488649195, 4.379855238832122;"{""coordinates"": [[[4.380444286027288, 50.840726794570564], [4.380392612053615, 50.84073786972819], [4.38028670981206, 50.84075888342485], [4.380151252632481, 50.8407886408841], [4.380057694293221, 50.84080734523912], [4.379955949611483, 50.84082943637588], [4.379859422057566, 50.84084906032073], [4.379770464638583, 50.84086862767074], [4.379718776303847, 50.84088432658218], [4.379633368917176, 50.84091418352277], [4.379578340626566, 50.84093642523651], [4.379537179342948, 50.84095672812041], [4.379492842517341, 50.84097875478638], [4.379444271608696, 50.8410106876601], [4.379407597685221, 50.84103693696337], [4.379373930613871, 50.841063330980795], [4.379313640737745, 50.84112572845343]]], ""type"": ""MultiLineString""}";2009-04-01T02:00:00+02:00;;2024-09-30T02:00:00+02:00
1612;ac.fid--5822db6_19cbcb82e55_-1d18;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.88;Schaerbeek;Schaarbeek;50.88051515586852, 4.401654666564684;"{""coordinates"": [[[4.401800667765148, 50.880593532728994], [4.401770519184843, 50.88057760186118], [4.401732401857839, 50.880559251515], [4.401721342104279, 50.880545024066926], [4.401666937839606, 50.88051681268641], [4.40151609473797, 50.880448100071455], [4.401504254858643, 50.88044396737137]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-09-19T02:00:00+02:00
1532;ac.fid--5822db6_19cbcb82e55_-1d14;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.86;Ixelles;Elsene;50.79792262153025, 4.418057870841326;"{""coordinates"": [[[4.418104019588853, 50.79788219286267], [4.4180117220938, 50.79796305019783]]], ""type"": ""MultiLineString""}";;;
518;ac.fid--5822db6_19cbcb82e55_-1d09;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;;Anderlecht;Anderlecht;50.816358918103745, 4.263038736980478;"{""coordinates"": [[[4.262825644060459, 50.81616522991807], [4.26302402445358, 50.81635481865548], [4.263260440035546, 50.81654273303893]]], ""type"": ""MultiLineString""}";2023-10-05T02:00:00+02:00;;2024-06-01T02:00:00+02:00
4071;ac.fid--5822db6_19cbcb82e55_-1d07;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.142;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.85004123071773, 4.325016820637739;"{""coordinates"": [[[4.325727532259596, 50.85024187644], [4.325620588348403, 50.850212972459985], [4.325531218358835, 50.850185821037364], [4.325409107712781, 50.850152366348595], [4.325389599475462, 50.850147021655076], [4.325389600194691, 50.85014702183423], [4.325327157715265, 50.85012885965677], [4.325206868101626, 50.85009392851511], [4.325071228871795, 50.85005709871445], [4.324997951968072, 50.85003662138672], [4.3249290541139, 50.85001753022731], [4.324854885889104, 50.84999599958067], [4.324794721371408, 50.8499794084457], [4.324720061957281, 50.84995789240052], [4.324651196750069, 50.84993761813464], [4.32458292842053, 50.8499182105737], [4.324501976190895, 50.84989487793555], [4.324436172761271, 50.849876334203806], [4.324371835603608, 50.84985820362484], [4.324306322600325, 50.849839741635066]]], ""type"": ""MultiLineString""}";;;
584;ac.fid--5822db6_19cbcb82e55_-1cff;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;;Anderlecht;Anderlecht;50.81798777686518, 4.265875053348504;"{""coordinates"": [[[4.266918867433051, 50.81830583966967], [4.264831239263955, 50.817669714060685]]], ""type"": ""MultiLineString""}";2023-10-05T02:00:00+02:00;;2024-06-01T02:00:00+02:00
3352;ac.fid--5822db6_19cbcb82e55_-1cfd;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.7;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.88614858058069, 4.317329167257957;"{""coordinates"": [[[4.317472630502166, 50.88559642261526], [4.317462418094952, 50.88567058837534], [4.3174488074568, 50.88574346028063], [4.317424309432816, 50.88583438608301], [4.31740316095566, 50.88591363170485], [4.317382947464449, 50.88598861216357], [4.317352222749921, 50.88610086160894], [4.317316197926707, 50.886229212416154], [4.317299622652558, 50.8862662995346], [4.317288933575242, 50.88629507591557], [4.317277776193209, 50.886339456126805], [4.317260347881192, 50.886404048589945], [4.317248265770137, 50.886447402999984], [4.317243162062448, 50.886458387185606], [4.317235513233656, 50.88646863784262], [4.317224620344582, 50.88648240274062], [4.317212107957306, 50.886495580994946], [4.317203061076873, 50.886514473674815], [4.31719724889212, 50.8865384947398], [4.317196545191667, 50.886547137065435], [4.317187343449402, 50.88658065546149], [4.3171793398834, 50.88660620033593], [4.317157380632718, 50.88669041976482]]], ""type"": ""MultiLineString""}";2015-01-01T01:00:00+01:00;;2024-10-23T02:00:00+02:00
884;ac.fid--5822db6_19cbcb82e55_-1cfc;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.9;Bruxelles;Brussel;50.81589505210597, 4.375932034174901;"{""coordinates"": [[[4.37570125194906, 50.8161509887953], [4.375707468465825, 50.816145321310174], [4.375806881784153, 50.8160527009096], [4.375837145631967, 50.816021450430696], [4.37587133587154, 50.815983668696916], [4.375907499769882, 50.815935536824725], [4.375999117698426, 50.815817485526864], [4.376138586997804, 50.815628211113356], [4.376142902200028, 50.81562162474949]]], ""type"": ""MultiLineString""}";2009-06-01T02:00:00+02:00;;2024-10-28T01:00:00+01:00
1662;ac.fid--5822db6_19cbcb82e55_-1cf9;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.928;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.855246609332745, 4.360635812389177;"{""coordinates"": [[[4.360803591020591, 50.85549189461723], [4.360468033757761, 50.85500132404826]]], ""type"": ""MultiLineString""}";2014-01-01T01:00:00+01:00;;2024-09-17T02:00:00+02:00
1234;ac.fid--5822db6_19cbcb82e55_-1cf6;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.15;Bruxelles;Brussel;50.85799978469123, 4.349342254257612;"{""coordinates"": [[[4.349364995924334, 50.85799974918034], [4.349341333814512, 50.85799938673791], [4.349329232257142, 50.85799985633827], [4.349319584271005, 50.85800117234295]]], ""type"": ""MultiLineString""}";2009-04-01T02:00:00+02:00;;2024-10-02T02:00:00+02:00
613;ac.fid--5822db6_19cbcb82e55_-1cf3;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.21;Bruxelles;Brussel;50.8162933395526, 4.376146496936698;"{""coordinates"": [[[4.376163294989521, 50.81619002730964], [4.376150793972899, 50.81626446061062], [4.376130306181185, 50.81639674981549]]], ""type"": ""MultiLineString""}";2009-06-01T02:00:00+02:00;;2024-10-28T01:00:00+01:00
2770;ac.fid--5822db6_19cbcb82e55_-1cf0;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.788;Ixelles;Elsene;50.83069717225759, 4.365193729686372;"{""coordinates"": [[[4.365170543558819, 50.83072090586129], [4.365216915813925, 50.83067343865388]]], ""type"": ""MultiLineString""}";2009-06-01T02:00:00+02:00;;2024-09-17T02:00:00+02:00
4229;ac.fid--5822db6_19cbcb82e55_-1cef;1;Chemin forestier;Bosweg;1;Existant;Bestaand;;Louvain;Leuven;50.810633272418144, 4.482579058025537;"{""coordinates"": [[[4.471493916437004, 50.80990455835306], [4.471770140306482, 50.80992285608821], [4.472483921314206, 50.81012965921539], [4.472923470934025, 50.810390011500814], [4.473857183098042, 50.81078898092593], [4.475587396244201, 50.81155341625055], [4.476026577409913, 50.81163992738184], [4.478823878278295, 50.81189922060276], [4.480223388518657, 50.81200102859126], [4.484586843271734, 50.81241396290564], [4.48642204801389, 50.81119415630656], [4.488368375678273, 50.809836301390995], [4.489160516186663, 50.80919231477402], [4.491021911464751, 50.80758998173687], [4.492611045944635, 50.806126972095356]]], ""type"": ""MultiLineString""}";;;
4239;ac.fid--5822db6_19cbcb82e55_-1cee;1;Chemin forestier;Bosweg;1;Existant;Bestaand;;Ixelles;Elsene;50.7775859950377, 4.431536425997228;"{""coordinates"": [[[4.429917110054229, 50.777041671839655], [4.431784090661231, 50.77766646328453], [4.43315374470153, 50.77813621316325]]], ""type"": ""MultiLineString""}";;;
1770;ac.fid--5822db6_19cbcb82e55_-1ceb;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.167;Schaerbeek;Schaarbeek;50.86850301537668, 4.379326641512476;"{""coordinates"": [[[4.379023091712159, 50.86904448316301], [4.379156752690182, 50.868804149572945], [4.379272944400414, 50.86859831590411], [4.3796310358769, 50.8679620196761]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-09-18T02:00:00+02:00
1614;ac.fid--5822db6_19cbcb82e55_-1cea;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.22;Schaerbeek;Schaarbeek;50.87487260405171, 4.382274189785648;"{""coordinates"": [[[4.381574589646668, 50.87439864818262], [4.381668934441403, 50.87446619207851], [4.381767173447224, 50.874536047815155], [4.381883822103004, 50.87461769594571], [4.381954188033463, 50.87466592920869], [4.382133784698316, 50.87478736931641], [4.38242119751568, 50.87497453645842], [4.382594965837701, 50.87508615352705], [4.382750731381647, 50.87518368954541], [4.382986749644753, 50.87532688414465]]], ""type"": ""MultiLineString""}";2009-09-01T02:00:00+02:00;;2024-09-18T02:00:00+02:00
720;ac.fid--5822db6_19cbcb82e55_-1ce8;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.76;Vilvorde;Vilvoorde;50.90710934874298, 4.413816699086801;"{""coordinates"": [[[4.413639658988121, 50.90667256558264], [4.413677132232244, 50.90675845814253], [4.413724309615386, 50.90688707011689], [4.413995377565858, 50.907545550973616]]], ""type"": ""MultiLineString""}";2013-01-01T01:00:00+01:00;;2024-10-14T02:00:00+02:00
1955;ac.fid--5822db6_19cbcb82e55_-1ce4;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.15;Saint-Josse-ten-Noode;Sint-Joost-ten-Node;50.85681517023035, 4.431587577159181;"{""coordinates"": [[[4.431548550033533, 50.85672240834791], [4.431626604284829, 50.85690793211279]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-10-23T02:00:00+02:00
2508;ac.fid--5822db6_19cbcb82e55_-1ce3;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.015;Saint-Gilles;Sint-Gillis;50.82347118160908, 4.344398755808228;"{""coordinates"": [[[4.344143585519457, 50.823071234549914], [4.344257046142801, 50.82323324158983], [4.34436843763715, 50.82340568459469], [4.34446722476308, 50.823574790070225], [4.344533495426954, 50.823693893899005], [4.34459148659043, 50.82380659057465], [4.344629431693082, 50.823885676655095]]], ""type"": ""MultiLineString""}";;;
53;ac.fid--5822db6_19cbcb82e55_-1ccf;13;Aménagement cyclopiéton unidirectionelle;Eenrichtings gedeeld voet/fietspad;1;Existant;Bestaand;2.99;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;50.87989382186415, 4.315738533141344;"{""coordinates"": [[[4.315658097527021, 50.880353189579395], [4.315690339085704, 50.880181769584354], [4.315707682630583, 50.8800708802312], [4.315751861187856, 50.879797006488964], [4.315770607823215, 50.87968336126111], [4.315786706054446, 50.87960804073346], [4.315830523637561, 50.87943691981421]]], ""type"": ""MultiLineString""}";2019-01-01T01:00:00+01:00;;2024-10-23T02:00:00+02:00
1748;ac.fid--5822db6_19cbcb82e55_-1cc9;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.979;Bruxelles;Brussel;50.89845672202371, 4.325341361111359;"{""coordinates"": [[[4.322068021049919, 50.89994596403601], [4.322231345779423, 50.899864414571674], [4.322306758062796, 50.89982560965766], [4.322371523380612, 50.89979050337394], [4.322410153742283, 50.89976968418779], [4.322440395197266, 50.89974735606385], [4.322459006784576, 50.89973209654333], [4.322477737089799, 50.899717468438766], [4.322507646937859, 50.89969457992077], [4.322540806840533, 50.89966796678873], [4.322701843001258, 50.89962207566484], [4.322731879943055, 50.899610689724724], [4.322863205627987, 50.899555062643834], [4.323075113860427, 50.899464819851794], [4.323437823821104, 50.89931223530711], [4.323584495286063, 50.899251575744856], [4.323875819090629, 50.89912852498232], [4.323987789853285, 50.899081663818826], [4.324098804772688, 50.89903720789687], [4.324192109289458, 50.89899733312993], [4.324285275508288, 50.89895727289224], [4.324344375276734, 50.898938707492746], [4.324407052977358, 50.89892263869404], [4.324563793052824, 50.898871739455934], [4.324719919131073, 50.898818672125856], [4.324902445673412, 50.89874226905776], [4.325100548103057, 50.898654654162065], [4.325191642843447, 50.898612942424464], [4.325410857391945, 50.89850679263679], [4.325680186468944, 50.898401845866196], [4.325899627790195, 50.89831184077937], [4.32593998345431, 50.89829459043562], [4.326042145962458, 50.89824894494941], [4.326153123507336, 50.89820169399609], [4.326324636912737, 50.898125189326926], [4.326557285763069, 50.898011549116916], [4.326624074992454, 50.897978805650745], [4.326635033205284, 50.897973293691095], [4.326718125236981, 50.897928659614884], [4.326844544167432, 50.897860020063604], [4.326978511010959, 50.89778478806549], [4.327020566676366, 50.897760782139464], [4.327144838039096, 50.897688594137456], [4.327199572192955, 50.89765249935114], [4.327282787627605, 50.89759497191552], [4.327376543231005, 50.8975277772684], [4.327482530202898, 50.89744654959163], [4.327660401821499, 50.89730513929714], [4.327822059880632, 50.89717757054516], [4.327954077834915, 50.89707383488887], [4.328002955678253, 50.89703543678825], [4.328050779146917, 50.89699728205471], [4.328185876498224, 50.89689165485011], [4.32822877620471, 50.896859513370266], [4.328240665079988, 50.89683941401874], [4.328258376620317, 50.89681661034419], [4.328282002678373, 50.896790116261776], [4.328356620807822, 50.896733751512336], [4.328443695167669, 50.8966728528978]]], ""type"": ""MultiLineString""}";2009-08-01T02:00:00+02:00;;2024-10-14T02:00:00+02:00
892;ac.fid--5822db6_19cbcb82e55_-1cbb;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.63;Schaerbeek;Schaarbeek;50.869222545255504, 4.40405071358077;"{""coordinates"": [[[4.405434148631847, 50.870835516054285], [4.40541362330187, 50.870801668968646], [4.405357130492629, 50.870698181551404], [4.405324909129148, 50.87064912206644], [4.405283323077523, 50.8706009720923], [4.405235898205006, 50.870545951845266], [4.405201577669943, 50.87050848498082], [4.405168433307712, 50.870472160791785], [4.405129622317587, 50.870429893276025], [4.404820372473727, 50.87008143826012], [4.40474927275366, 50.8700021703553], [4.404678899724956, 50.86992425753776], [4.404608298156, 50.8698452745747], [4.404507438715157, 50.86973321005853], [4.404457319916707, 50.86967685962666], [4.404405826199084, 50.869620303887395], [4.404340942438327, 50.86954679511522], [4.404272359057705, 50.86946867673112], [4.404199353948674, 50.869388990399266], [4.404140830104791, 50.869322775692524], [4.404063198194611, 50.869237038080904], [4.40402078321379, 50.869189596201366], [4.403906254034596, 50.86906158119635], [4.40382344304819, 50.86896979739007], [4.403711092718507, 50.868843583020265], [4.40362879135603, 50.868752776045554], [4.403537448096277, 50.8686493191132], [4.403461884626235, 50.868565533824906], [4.403304227142235, 50.868389311354086], [4.403252544892175, 50.86833296971273], [4.403169344343673, 50.868243949603915], [4.403102175792806, 50.868174777428564], [4.403055049862236, 50.86812497718983], [4.403029166324131, 50.868099298874455], [4.40299466035843, 50.8680544114209], [4.402917700528201, 50.86795377383475], [4.402875482857008, 50.86789695552405], [4.402805826379542, 50.86780337155852], [4.402703399976892, 50.86767055014769], [4.402694211568498, 50.867658825490864], [4.402658379077963, 50.867614119670414]]], ""type"": ""MultiLineString""}";2013-07-01T02:00:00+02:00;;2024-09-20T02:00:00+02:00
