gid;gml_id;Type (code);Type;Type;Statut (code);Statut;Status;Largeur;Commune;Gemeente;Coordonnées géographiques;Geo Shape;begin_date;end_date;last_check_or_update
161;ac.fid--5822db6_19cbcb82e55_-267b;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.881;Ixelles;Elsene;50.812272979903405, 4.420713685033883;"{""coordinates"": [[[4.423083521492265, 50.812547262795164], [4.423035002808008, 50.812538561343146], [4.422996433092912, 50.81253272379507], [4.42294616960477, 50.8125252985669], [4.42280683652667, 50.81250741128348], [4.421591042594391, 50.8123689084768], [4.421348275275196, 50.812341595914575], [4.420863990280495, 50.812288459645735], [4.420306631849861, 50.8122269868831], [4.420075770255717, 50.81220187061025], [4.419813601238791, 50.81217250560762], [4.418967687416831, 50.81207942904583], [4.418342384150253, 50.81201014742348]]], ""type"": ""MultiLineString""}";;;
1283;ac.fid--5822db6_19cbcb82e55_-2ab9;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.97;Schaerbeek;Schaarbeek;50.85141699497907, 4.409344649607007;"{""coordinates"": [[[4.408837083573141, 50.85199442721091], [4.408861960975681, 50.851965847432325], [4.408881013828455, 50.85194464627415], [4.40889694578892, 50.851926643633114], [4.408966916010321, 50.85184734978325], [4.40913392928863, 50.851658710094476], [4.409207173447884, 50.85157639657363], [4.409702598335372, 50.85101523968446], [4.40974812179715, 50.850954658274134], [4.409777690470031, 50.850906612743465], [4.409800030638007, 50.850868110878054], [4.409812898643988, 50.85084301286625], [4.409824530553777, 50.85081959136889]]], ""type"": ""MultiLineString""}";2020-01-01T01:00:00+01:00;;2024-09-20T02:00:00+02:00
1317;ac.fid--5822db6_19cbcb82e55_-2675;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.48;Bruxelles;Brussel;50.86093342226409, 4.357303352497516;"{""coordinates"": [[[4.357427552363838, 50.861046660309164], [4.357407422064327, 50.861041199604365], [4.357383652230388, 50.86103327226149], [4.357364934639478, 50.86102497247113], [4.357346923556712, 50.86101550194918], [4.357330040129559, 50.861005007993946], [4.357314494963252, 50.860993575427685], [4.357300476015062, 50.86098131159694], [4.357288141292653, 50.86096834314944], [4.357277612988146, 50.86095481171678], [4.35726897350035, 50.860940868806985], [4.357262262656088, 50.860926668269265], [4.357257402194257, 50.86091217560567], [4.357251950084787, 50.86089250617592], [4.357250046494118, 50.860872272239945], [4.357251927603804, 50.86085160265636], [4.357257759271326, 50.8608309258036], [4.357267543568187, 50.86081069546486], [4.357281109669796, 50.8607913591237], [4.357294434483581, 50.86077723532219]]], ""type"": ""MultiLineString""}";2009-09-01T02:00:00+02:00;;2024-09-24T02:00:00+02:00
118;ac.fid--5822db6_19cbcb82e55_-2a8a;3;Couloir ou rue bus + vélo;Fietsbusstrook;1;Existant;Bestaand;;Schaerbeek;Schaarbeek;50.869625374799746, 4.36779668009299;"{""coordinates"": [[[4.365203976822372, 50.869792052743655], [4.365920416032494, 50.86946709924542]], [[4.367018129226292, 50.869514938049896], [4.369824293986436, 50.86973346310678]]], ""type"": ""MultiLineString""}";2017-01-01T01:00:00+01:00;;2024-09-24T02:00:00+02:00
944;ac.fid--5822db6_19cbcb82e55_-266f;11;Aménagement cyclopiéton bidirectionelle;Tweerichtings gedeeld voet/fietspad;1;Existant;Bestaand;2.13;Schaerbeek;Schaarbeek;50.86023160552372, 4.422172746815543;"{""coordinates"": [[[4.422553890210505, 50.86003955956716], [4.422467914169742, 50.86007532432134], [4.422245708971086, 50.86017959933976], [4.422056217942596, 50.8602902668529], [4.421930129006483, 50.86037275781739], [4.421881603525343, 50.86040468448466], [4.421828309789959, 50.86042569755909], [4.421803802277369, 50.860444981576265]]], ""type"": ""MultiLineString""}";2017-06-01T02:00:00+02:00;;2024-09-23T02:00:00+02:00
1805;ac.fid--5822db6_19cbcb82e55_-2a74;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.093;Schaerbeek;Schaarbeek;50.85111677098615, 4.392441258539825;"{""coordinates"": [[[4.392665240868042, 50.851269733396926], [4.392482035854242, 50.851144118465186], [4.392346947703055, 50.85105297980882], [4.392246936663888, 50.850984012347034], [4.392216948074478, 50.85096429990986]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-09-20T02:00:00+02:00
1326;ac.fid--5822db6_19cbcb82e55_-2661;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.04;Bruxelles;Brussel;50.84563656278809, 4.368826002970756;"{""coordinates"": [[[4.368879985869559, 50.845624842146506], [4.368772020071954, 50.84564828342967]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-10-01T02:00:00+02:00
1086;ac.fid--5822db6_19cbcb82e55_-2a2a;3;Couloir ou rue bus + vélo;Fietsbusstrook;1;Existant;Bestaand;3.56;Schaerbeek;Schaarbeek;50.84979188985781, 4.39957159384673;"{""coordinates"": [[[4.399170268910354, 50.849930092860085], [4.399972918783105, 50.84965368685554]]], ""type"": ""MultiLineString""}";2018-01-01T01:00:00+01:00;;2024-09-20T02:00:00+02:00
2340;ac.fid--5822db6_19cbcb82e55_-2656;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;;Bruxelles;Brussel;50.843230986168884, 4.346326745868264;"{""coordinates"": [[[4.34599778075279, 50.84297819267707], [4.346061626275144, 50.84301581825347], [4.346232356333084, 50.843159722103586], [4.346654002603865, 50.84348703796105], [4.346654002603865, 50.84348703796105]]], ""type"": ""MultiLineString""}";2022-06-01T02:00:00+02:00;;2024-06-01T02:00:00+02:00
2054;ac.fid--5822db6_19cbcb82e55_-2a02;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.902;Schaerbeek;Schaarbeek;50.856422251612614, 4.374021102301077;"{""coordinates"": [[[4.37405305320776, 50.856480802472355], [4.373989151394395, 50.85636370075287]]], ""type"": ""MultiLineString""}";2013-07-01T02:00:00+02:00;;2024-09-20T02:00:00+02:00
1125;ac.fid--5822db6_19cbcb82e55_-262c;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.56;Bruxelles;Brussel;50.84543565032693, 4.368704238241206;"{""coordinates"": [[[4.36862543346338, 50.84545257477669], [4.368757271583244, 50.84542418080803], [4.368783138542869, 50.84541919400916]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-10-01T02:00:00+02:00
4373;ac.fid--5822db6_19cbcb82e55_-29b6;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.161;Schaerbeek;Schaarbeek;50.86592239651193, 4.396995569543287;"{""coordinates"": [[[4.39742017553891, 50.86630909992784], [4.39736721961838, 50.866238822747704], [4.397258574275474, 50.866116347438634], [4.397162509240294, 50.86602700344298], [4.397110908882237, 50.865983388380265], [4.397050802843221, 50.865934695057085], [4.397002563640561, 50.86589982441715], [4.39691737614122, 50.8658388059643], [4.396839728814144, 50.86578785304254], [4.396759093049186, 50.86573947573084], [4.396695859866277, 50.86570205947028], [4.39665539163285, 50.86568067188441], [4.396619382903642, 50.8656622162923], [4.396563583637778, 50.86563354627365], [4.396512046615753, 50.865609960104614]]], ""type"": ""MultiLineString""}";2009-09-01T02:00:00+02:00;;2024-09-23T02:00:00+02:00
4362;ac.fid--5822db6_19cbcb82e55_-262a;13;Aménagement cyclopiéton unidirectionelle;Eenrichtings gedeeld voet/fietspad;1;Existant;Bestaand;;Bruxelles;Brussel;50.8405759526798, 4.37839758890332;"{""coordinates"": [[[4.379166245852069, 50.84041956923651], [4.37808473341325, 50.84064665221611], [4.377856159980809, 50.84067750560489], [4.377625031004643, 50.84070988697585]]], ""type"": ""MultiLineString""}";2019-01-01T01:00:00+01:00;;2024-09-19T02:00:00+02:00
1701;ac.fid--5822db6_19cbcb82e55_-29ad;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.976;Schaerbeek;Schaarbeek;50.865362387167124, 4.3723321316526755;"{""coordinates"": [[[4.372628169630144, 50.86587383036774], [4.372409892776847, 50.86549714638335], [4.372285476974139, 50.86528211968137], [4.372151435646439, 50.86505034169409], [4.372037078184719, 50.864850376989196]]], ""type"": ""MultiLineString""}";2009-09-01T02:00:00+02:00;;2024-09-12T02:00:00+02:00
1254;ac.fid--5822db6_19cbcb82e55_-2614;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.78;Bruxelles;Brussel;50.812840109644775, 4.3783280741576736;"{""coordinates"": [[[4.3777587849043, 50.8134261522581], [4.377764336154881, 50.81342228761404], [4.37781680228179, 50.81338576194222], [4.377840720702513, 50.813363123252365], [4.377902030290814, 50.8132846709534], [4.377963966733656, 50.813212734749925], [4.378069724600925, 50.81309275585815], [4.378183675449957, 50.812968649674225], [4.378277343804188, 50.81287031250379], [4.378356249233621, 50.81279059898033], [4.378447280890329, 50.8127010543508], [4.378584544753678, 50.81257337917012], [4.378648707181823, 50.81251443597611], [4.378797292589722, 50.81238740056238], [4.378916601325599, 50.812287297686645], [4.378925011849287, 50.81228026152309]]], ""type"": ""MultiLineString""}";2019-01-01T01:00:00+01:00;;2024-10-28T01:00:00+01:00
1300;ac.fid--5822db6_19cbcb82e55_-2985;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.73;Schaerbeek;Schaarbeek;50.86372759860323, 4.40234465028204;"{""coordinates"": [[[4.40182080744385, 50.86069826638425], [4.401837660411084, 50.86072864953821], [4.40186086646923, 50.860769846591275], [4.401894357314403, 50.860832217225926], [4.401921684917972, 50.860883228856316], [4.401950920932663, 50.86094155557304], [4.402006873109252, 50.86105701378393], [4.402031004377529, 50.8611083978998], [4.402078840034457, 50.86121927954366], [4.402109691885531, 50.86129831385422], [4.40216602181174, 50.861451560174075], [4.402190786475732, 50.86152457457626], [4.402216109911791, 50.8616063450703], [4.402232878137236, 50.861665635466785], [4.402248940517731, 50.86172823037252], [4.402269048207001, 50.86181295227698], [4.402301494617519, 50.86195348101086], [4.402313937709444, 50.86202357636196], [4.402328849883536, 50.862107534958184], [4.402340640859613, 50.86218561157626], [4.402352442957796, 50.862282557891774], [4.402361499665942, 50.8623820535742], [4.402366493041364, 50.86244811573731], [4.402369335989251, 50.86251615901758], [4.402372861931855, 50.862560463876186], [4.402372813424472, 50.86264199699006], [4.402373546690165, 50.86277286324022], [4.402374372235117, 50.862925480832786], [4.402376215387457, 50.863140632185605], [4.40237668437257, 50.86333075560965], [4.402376998622228, 50.863496638598996], [4.402378356105674, 50.8636549060695], [4.402378619608062, 50.86378203092732], [4.402379676824443, 50.863870295095715], [4.402379390407331, 50.8639947473833], [4.402381171915426, 50.864162089633844], [4.402382923330937, 50.8643088383254], [4.40238285578638, 50.86444084853119], [4.40238437245371, 50.864666415717906], [4.402384667246959, 50.86494933954438], [4.402386211626377, 50.86533985911624], [4.402389892405196, 50.865590782484354], [4.402401908468555, 50.86576018890672], [4.402407223005052, 50.86581702788902], [4.402420183095109, 50.86592300260277], [4.402425306856983, 50.86595341226651], [4.402430770355902, 50.86596902052055], [4.4024385143778, 50.86598412009055], [4.402446110002471, 50.86599790487532], [4.402456151944867, 50.866011223820294], [4.402478971664949, 50.86603976310899], [4.402490685757887, 50.866058712974684], [4.402499992619306, 50.8660784129375], [4.402504629164026, 50.866092582710316], [4.402523211571156, 50.866190828214684], [4.40253615975731, 50.86624599217965], [4.40256390839249, 50.86635250293493], [4.402579537220365, 50.866402578353394], [4.402592845681663, 50.866441973053], [4.40261070758631, 50.866495084800874], [4.40262842182138, 50.86654735820746], [4.402667764432405, 50.866657948402086], [4.402713136303579, 50.86679327610332]]], ""type"": ""MultiLineString""}";2013-07-01T02:00:00+02:00;;2024-09-20T02:00:00+02:00
522;ac.fid--5822db6_19cbcb82e55_-2607;12;Rue cyclable;Fietsstraat;1;Existant;Bestaand;5.58;Bruxelles;Brussel;50.84616490509835, 4.369164747641823;"{""coordinates"": [[[4.369008957370014, 50.84587028267698], [4.36904289184846, 50.84593325366482], [4.369164827577026, 50.84615870758723], [4.369282775923927, 50.8463978602313], [4.369318145701224, 50.84646072905831]]], ""type"": ""MultiLineString""}";2019-10-01T02:00:00+02:00;;2024-09-30T02:00:00+02:00
549;ac.fid--5822db6_19cbcb82e55_-2984;3;Couloir ou rue bus + vélo;Fietsbusstrook;1;Existant;Bestaand;3.88;Schaerbeek;Schaarbeek;50.85484044086826, 4.397675353273203;"{""coordinates"": [[[4.397717501551688, 50.8547947107184], [4.397714506590833, 50.85479713877419], [4.397699494579975, 50.854809902796276], [4.397685186232457, 50.85482381859593], [4.397675808579448, 50.854835260789045], [4.397657698110232, 50.854859626503014], [4.39764678098817, 50.85488264856286], [4.397642751224454, 50.85489320025955]]], ""type"": ""MultiLineString""}";2009-04-01T02:00:00+02:00;;2024-09-20T02:00:00+02:00
845;ac.fid--5822db6_19cbcb82e55_-25f8;3;Couloir ou rue bus + vélo;Fietsbusstrook;1;Existant;Bestaand;6.5;Bruxelles;Brussel;50.85514612692831, 4.358953077178672;"{""coordinates"": [[[4.360196992049569, 50.8547922472313], [4.359767979398109, 50.85491393361551], [4.359240540009536, 50.855064091917306], [4.358785588743631, 50.85519531831569], [4.358116431146033, 50.85538316965622], [4.357709106934442, 50.855499804843134]]], ""type"": ""MultiLineString""}";2018-01-01T01:00:00+01:00;;2024-09-17T02:00:00+02:00
2039;ac.fid--5822db6_19cbcb82e55_-297f;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.164;Schaerbeek;Schaarbeek;50.86039126427597, 4.413454748018649;"{""coordinates"": [[[4.412748389155604, 50.86113318747495], [4.41285837317067, 50.86101882146096], [4.412986907502807, 50.86087401273566], [4.413287572696005, 50.8605602926909], [4.41365630672635, 50.86017943217637], [4.413733828634099, 50.86010046442823], [4.413798312778173, 50.86003614272583], [4.413874376553865, 50.85995683664166], [4.41402837882893, 50.85980026036066], [4.414051862077403, 50.859776384501195], [4.41408255101629, 50.859744034278684], [4.414106024504918, 50.85972036775972], [4.414153155470723, 50.85967175988448], [4.414165621397417, 50.85965902048618], [4.414168374086864, 50.859656207408406]]], ""type"": ""MultiLineString""}";2009-05-01T02:00:00+02:00;;2024-09-20T02:00:00+02:00
3523;ac.fid--5822db6_19cbcb82e55_-25f6;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.75;Bruxelles;Brussel;50.80718102207965, 4.385388673474232;"{""coordinates"": [[[4.385404254582754, 50.80715609726199], [4.385373092365709, 50.807205946897305]]], ""type"": ""MultiLineString""}";2019-01-01T01:00:00+01:00;;2024-10-28T01:00:00+01:00
2240;ac.fid--5822db6_19cbcb82e55_-2963;3;Couloir ou rue bus + vélo;Fietsbusstrook;1;Existant;Bestaand;;Schaerbeek;Schaarbeek;50.87529819331858, 4.412653882945658;"{""coordinates"": [[[4.413564421576835, 50.87429809336313], [4.412645447686276, 50.875316007274606], [4.41235253990727, 50.875644345134305], [4.412007007466555, 50.87598221577081], [4.411736629030552, 50.87629151594448]]], ""type"": ""MultiLineString""}";2022-06-01T02:00:00+02:00;;2024-06-01T02:00:00+02:00
495;ac.fid--5822db6_19cbcb82e55_-2920;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;2.09;Schaerbeek;Schaarbeek;50.857272893379644, 4.397151009874348;"{""coordinates"": [[[4.397057040373579, 50.857387010040306], [4.397074414918644, 50.85736583209223], [4.397084376011253, 50.857353376429174], [4.397095145092807, 50.85734032994085], [4.397100853917891, 50.857333348520925], [4.397109685317458, 50.857322734097735], [4.397122696190928, 50.85730679390836], [4.39713527357249, 50.857291352686914], [4.397146784958165, 50.85727737795039], [4.397153404962086, 50.85726932484205], [4.397163159902573, 50.85725703365185], [4.397171811597137, 50.85724645536766], [4.397181094628317, 50.857235653424034], [4.397190985182226, 50.857223045345556], [4.397202506383544, 50.85720870466591], [4.397214928360166, 50.85719373982228], [4.397224634450475, 50.85718176221305], [4.397229165680744, 50.857176592625144], [4.397229886758134, 50.85717590229998], [4.397230293939917, 50.857175647455485], [4.397233979118942, 50.85717398350099], [4.397238415532555, 50.85717265655285], [4.397242181654526, 50.85717209155382], [4.397245136794179, 50.857171904581115], [4.397248071272226, 50.857172086400425], [4.397252335838847, 50.857172638220675]]], ""type"": ""MultiLineString""}";2012-01-01T01:00:00+01:00;;2024-09-25T02:00:00+02:00
550;ac.fid--5822db6_19cbcb82e55_-2ae6;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.48;Bruxelles;Brussel;50.84986620217307, 4.3385663512356984;"{""coordinates"": [[[4.338397038505085, 50.849544912538555], [4.338482431012338, 50.84970588286802], [4.338683130101109, 50.85006873731918], [4.33870622026959, 50.85011377840138], [4.338705687292528, 50.850122685125925], [4.338700847637785, 50.850130727920515], [4.338690644700413, 50.8501407455811], [4.338673276180274, 50.850153210831365], [4.338646368215088, 50.85016890242294]]], ""type"": ""MultiLineString""}";2020-01-01T01:00:00+01:00;;2024-10-07T02:00:00+02:00
561;ac.fid--5822db6_19cbcb82e55_-2ae4;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.25;Bruxelles;Brussel;50.83323726930885, 4.3455884277174555;"{""coordinates"": [[[4.345446184434514, 50.83325147187983], [4.345480908211777, 50.83324864255637], [4.345730603809541, 50.83322234721177]]], ""type"": ""MultiLineString""}";2016-01-01T01:00:00+01:00;;2024-10-16T02:00:00+02:00
1728;ac.fid--5822db6_19cbcb82e55_-2ace;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.106;Bruxelles;Brussel;50.89337148436736, 4.332790988214516;"{""coordinates"": [[[4.328946757062363, 50.89642083628352], [4.329115004198798, 50.89628849904888], [4.329324522091663, 50.8961233067466], [4.329872348512219, 50.895690115757084], [4.330124190560254, 50.89549069251913], [4.330253802472036, 50.895388827772535], [4.330407830859111, 50.89526252665183], [4.330485438450033, 50.89519976603752], [4.330564746582986, 50.89513828511778], [4.330687597119748, 50.8950436829976], [4.330948751819669, 50.89483698174984], [4.331090871873832, 50.89472506978165], [4.331370249995355, 50.894503154165385], [4.331568854741501, 50.894346159629265], [4.331801358137763, 50.894162388644546], [4.331887787530302, 50.89409574063363], [4.33205014871979, 50.89396676628598], [4.332234399839852, 50.89382058195093], [4.332359026525185, 50.893720758135274], [4.332604814083849, 50.89352706486036], [4.33268856957946, 50.893460012196115], [4.332812127324242, 50.89336152720072], [4.332950917481946, 50.89325074637791], [4.333074382327779, 50.89315357215983], [4.333220354150429, 50.89303855339888], [4.333323203404558, 50.892956425872555], [4.333489712160874, 50.89282385694063], [4.333592729059919, 50.89274146287995], [4.333871410946148, 50.89252254553692], [4.334057089254692, 50.89237563993528], [4.334284213345606, 50.89219589036241], [4.334621067039284, 50.89192727563862], [4.334771825259004, 50.891809205665986], [4.334970280696894, 50.891650899146676], [4.335112447511867, 50.891539207830604], [4.335464318370216, 50.891261063389976], [4.335712930341816, 50.89106512104512], [4.335898517672672, 50.890918718036865], [4.336002308699777, 50.89083516791942], [4.336041674033038, 50.89080121796727], [4.336059528042183, 50.89078432577518], [4.336077078142837, 50.89076535508316], [4.336148438837801, 50.890685768763795], [4.336163398950307, 50.89066709555142], [4.336179090064214, 50.89064770877718], [4.336192245305297, 50.890628806394936], [4.336205533126397, 50.890609294910746], [4.336244076453815, 50.890551585352334], [4.336265755772459, 50.890520945458306], [4.336294276770698, 50.89049064017668], [4.336321678070484, 50.890464113624084], [4.336359711447229, 50.89042965044536], [4.336528389837652, 50.890293655924914], [4.336572835177271, 50.89025897972352]]], ""type"": ""MultiLineString""}";2009-04-01T02:00:00+02:00;;2024-10-14T02:00:00+02:00
524;ac.fid--5822db6_19cbcb82e55_-2ab2;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.42;Bruxelles;Brussel;50.842933240456254, 4.3671062098338576;"{""coordinates"": [[[4.367185209935684, 50.84291567019255], [4.367057042255942, 50.842943726417026], [4.367027809869716, 50.84295304784632]]], ""type"": ""MultiLineString""}";2021-01-01T01:00:00+01:00;;2024-10-16T02:00:00+02:00
535;ac.fid--5822db6_19cbcb82e55_-2aa9;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.26;Bruxelles;Brussel;50.842722242160285, 4.367218151467991;"{""coordinates"": [[[4.367066104936697, 50.84275982472999], [4.367351175472072, 50.842689319680154], [4.367370342878357, 50.84268529330497]]], ""type"": ""MultiLineString""}";2020-06-30T02:00:00+02:00;;2024-06-01T02:00:00+02:00
1664;ac.fid--5822db6_19cbcb82e55_-2aa6;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.858;Bruxelles;Brussel;50.885007090765846, 4.343905217196212;"{""coordinates"": [[[4.343621234839457, 50.88489914682102], [4.343779500651351, 50.884944469997585], [4.343896341275673, 50.88497851747843], [4.343944309820737, 50.88499521033595], [4.343984679052247, 50.88501348885291], [4.344001055949649, 50.88502264222209], [4.344017773204375, 50.88503329706068], [4.344033541327717, 50.88504482956243], [4.344048517786329, 50.88505748187928], [4.34406316886337, 50.885072012096245], [4.344081777210822, 50.88509519212536], [4.344093002498942, 50.885113711279956], [4.344099962486482, 50.885128697551075], [4.344104451720681, 50.885141824817815], [4.344110871207671, 50.88516523045735], [4.344114891517947, 50.88518640628188], [4.344113788465998, 50.88519824530967]]], ""type"": ""MultiLineString""}";2009-04-01T02:00:00+02:00;;2024-10-07T02:00:00+02:00
778;ac.fid--5822db6_19cbcb82e55_-2a9e;10;Piste cyclable bidirectionelle;Tweerichtingsfietspad;1;Existant;Bestaand;2.62;Bruxelles;Brussel;50.87822155405569, 4.430163924096529;"{""coordinates"": [[[4.430289005564295, 50.877951570562296], [4.430038842628764, 50.87849153754909]]], ""type"": ""MultiLineString""}";2008-01-01T01:00:00+01:00;;2024-10-23T02:00:00+02:00
4453;ac.fid--5822db6_19cbcb82e55_-2a9b;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;;Bruxelles;Brussel;50.84350451199268, 4.358580606383271;"{""coordinates"": [[[4.359234332362037, 50.84430054059234], [4.359178476155161, 50.84424426467053], [4.359102306754282, 50.84417834059293], [4.359013018769083, 50.84410518051934], [4.358913997577959, 50.84402773224926], [4.358762926836608, 50.84391249734467], [4.358515375671619, 50.84372302935941], [4.358441744067055, 50.8436734506426], [4.358384615292792, 50.8436394149533], [4.358332568713018, 50.84358903406454], [4.358319451778611, 50.84357402718493], [4.358300410175766, 50.843556608165876], [4.358285179913259, 50.84352820307897], [4.35826910254636, 50.84350301344569], [4.358253025755854, 50.843475144204575], [4.358251334081308, 50.843469248930816], [4.358242027584041, 50.84344781130756], [4.358231875035938, 50.84342449788855], [4.358228071329603, 50.843399041316665], [4.358225115199515, 50.84336822560434], [4.35822893319538, 50.843325352234494], [4.358229787211685, 50.843289177629806], [4.358238262734512, 50.84323639010816], [4.358241652053792, 50.84321950887605], [4.358260289998017, 50.84314233778989], [4.358281886647666, 50.84308338826559], [4.358297975622073, 50.84305203821812], [4.358331423948576, 50.84298558677297], [4.358360636484392, 50.84293601648414], [4.358409740672042, 50.842884840062794], [4.358439795444647, 50.84285509890653], [4.358466463267516, 50.842830984637835], [4.358551965230835, 50.84277445191625], [4.358613762554858, 50.8427385501906], [4.358732277760501, 50.84266942584277]]], ""type"": ""MultiLineString""}";2020-01-01T01:00:00+01:00;;2024-10-16T02:00:00+02:00
3075;ac.fid--5822db6_19cbcb82e55_-2a84;5;Bande cyclable suggérée;Fietssugestiestrook;1;Existant;Bestaand;2.45;Bruxelles;Brussel;50.855964772946976, 4.355700804297975;"{""coordinates"": [[[4.355761140947114, 50.85605612970332], [4.355734906730559, 50.85602176260489], [4.355643503825164, 50.85587134343788]]], ""type"": ""MultiLineString""}";;;2024-09-18T02:00:00+02:00
423;ac.fid--5822db6_19cbcb82e55_-2a77;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.65;Bruxelles;Brussel;50.79909928979265, 4.392810396168749;"{""coordinates"": [[[4.392866472793278, 50.79903903364282], [4.392851433260117, 50.799049856189065], [4.392838193630292, 50.79906603992257], [4.392831999807203, 50.79907932111883], [4.39282847297085, 50.79908546856505], [4.39282467438412, 50.79909114092457], [4.392819386214664, 50.79909650974926], [4.392813049007668, 50.799103117566105], [4.39280608936523, 50.79911020490442], [4.39275562712532, 50.79915051512673], [4.392749163778051, 50.799155033192726]]], ""type"": ""MultiLineString""}";2018-01-01T01:00:00+01:00;;2024-10-28T01:00:00+01:00
1619;ac.fid--5822db6_19cbcb82e55_-2a6d;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;0.89;Bruxelles;Brussel;50.899393478366825, 4.3990765358620365;"{""coordinates"": [[[4.398951503419892, 50.899054611250236], [4.39895580146811, 50.89907217157855], [4.398967044237174, 50.89909683213962], [4.399048965467965, 50.89926500630581], [4.399107061187121, 50.89937797626275], [4.399122802655906, 50.89941457999073], [4.399133186285638, 50.899451637083416], [4.39914015732214, 50.89949838172268], [4.399140549232847, 50.89955080773258], [4.399134952198204, 50.89959470478468], [4.399124979414921, 50.89963877247457], [4.399115110938014, 50.89966697348912], [4.399099620926259, 50.89970210049657], [4.399089454718023, 50.89972840659975], [4.399086266492185, 50.89974227587987]]], ""type"": ""MultiLineString""}";2023-01-01T01:00:00+01:00;;2024-10-23T02:00:00+02:00
1972;ac.fid--5822db6_19cbcb82e55_-2a6b;7;Piste cyclable marquée;Gemarkeerd fietspad;1;Existant;Bestaand;1.16;Bruxelles;Brussel;50.84723566344421, 4.385208457636779;"{""coordinates"": [[[4.38547260607137, 50.84724131692723], [4.385334089756432, 50.847238001839436], [4.385214697259967, 50.84723541169524], [4.385099213777274, 50.84723349574284], [4.38497969358351, 50.847231519146064], [4.384944295363861, 50.84723069811027]]], ""type"": ""MultiLineString""}";2014-01-01T01:00:00+01:00;;2024-09-20T02:00:00+02:00
454;ac.fid--5822db6_19cbcb82e55_-2a69;2;Piste cyclable unidirectionelle;Eenrichtingsfietspad;1;Existant;Bestaand;1.03;Bruxelles;Brussel;50.84229102660696, 4.369258168593304;"{""coordinates"": [[[4.368687995205254, 50.84240905048249], [4.368981766134669, 50.84234782571206], [4.369307863578478, 50.84228054276694], [4.369719682036894, 50.84219611889786], [4.36982848436534, 50.84217369138375]]], ""type"": ""MultiLineString""}";2020-06-30T02:00:00+02:00;;2024-06-01T02:00:00+02:00
