ID;Type;Type;Type;Zone;Zone;Zone;Nombre de places (taille voiture);Longueur (m);Orientation;Oriëntatie;Orientation;Google Maps;Google Street View;Coordonnées géographiques
41988;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88592110701456%2C4.337393712740378;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88592110701456%2C4.337393712740378;50.88592110701456, 4.337393712740378
42044;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.891245298452525%2C4.335309946583933;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.891245298452525%2C4.335309946583933;50.891245298452525, 4.335309946583933
45524;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84859498168276%2C4.382346882704883;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84859498168276%2C4.382346882704883;50.84859498168276, 4.382346882704883
45682;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87469867044208%2C4.350165533432135;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87469867044208%2C4.350165533432135;50.87469867044208, 4.350165533432135
49026;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87993110936678%2C4.345328065923884;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87993110936678%2C4.345328065923884;50.87993110936678, 4.345328065923884
49239;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89155073630205%2C4.384762293042252;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89155073630205%2C4.384762293042252;50.89155073630205, 4.384762293042252
49246;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89513449002435%2C4.383179735210856;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89513449002435%2C4.383179735210856;50.89513449002435, 4.383179735210856
52443;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87476904696034%2C4.34907899540673;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87476904696034%2C4.34907899540673;50.87476904696034, 4.34907899540673
52459;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.878306104962384%2C4.353810553743346;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.878306104962384%2C4.353810553743346;50.878306104962384, 4.353810553743346
57253;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.85551411779907%2C4.353627251620981;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85551411779907%2C4.353627251620981;50.85551411779907, 4.353627251620981
57294;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.85255437825762%2C4.347287840047296;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85255437825762%2C4.347287840047296;50.85255437825762, 4.347287840047296
57327;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84535042370441%2C4.378327078394886;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84535042370441%2C4.378327078394886;50.84535042370441, 4.378327078394886
57691;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.83103616472491%2C4.359628545565989;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83103616472491%2C4.359628545565989;50.83103616472491, 4.359628545565989
63126;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87089038591666%2C4.351836167470649;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87089038591666%2C4.351836167470649;50.87089038591666, 4.351836167470649
63157;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;5;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.8953861806729%2C4.327124557664756;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8953861806729%2C4.327124557664756;50.8953861806729, 4.327124557664756
63169;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89542853993609%2C4.320300167037541;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89542853993609%2C4.320300167037541;50.89542853993609, 4.320300167037541
63214;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.895324009577934%2C4.380220312883071;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.895324009577934%2C4.380220312883071;50.895324009577934, 4.380220312883071
66490;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.838840398628875%2C4.34377913571529;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.838840398628875%2C4.34377913571529;50.838840398628875, 4.34377913571529
66750;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88427305153044%2C4.338873686386586;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88427305153044%2C4.338873686386586;50.88427305153044, 4.338873686386586
67684;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;2;6;En épi;Op de kolf;On the cob;https://www.google.com/maps/search/?api=1&query=50.89248658061611%2C4.3779844807637;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89248658061611%2C4.3779844807637;50.89248658061611, 4.3779844807637
74134;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.8736530521725%2C4.346248361259247;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8736530521725%2C4.346248361259247;50.8736530521725, 4.346248361259247
74317;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89585205788581%2C4.366900361053935;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89585205788581%2C4.366900361053935;50.89585205788581, 4.366900361053935
75646;PMR;PBM;PRM;Zone verte;Groene zone;Green area;2;6;Perpendiculaire;Loodrecht;Perpendicular;https://www.google.com/maps/search/?api=1&query=50.89715045303409%2C4.324001105282984;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89715045303409%2C4.324001105282984;50.89715045303409, 4.324001105282984
78107;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88078862013403%2C4.345233847661523;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88078862013403%2C4.345233847661523;50.88078862013403, 4.345233847661523
78156;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89460635652086%2C4.331020926989454;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89460635652086%2C4.331020926989454;50.89460635652086, 4.331020926989454
78239;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.8921538046076%2C4.417713372162917;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8921538046076%2C4.417713372162917;50.8921538046076, 4.417713372162917
86938;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87405484079488%2C4.353107567781504;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87405484079488%2C4.353107567781504;50.87405484079488, 4.353107567781504
87039;PMR;PBM;PRM;Zone verte;Groene zone;Green area;3;18;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88006293180891%2C4.356178611292636;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88006293180891%2C4.356178611292636;50.88006293180891, 4.356178611292636
87046;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.8665687764135%2C4.358600530281128;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8665687764135%2C4.358600530281128;50.8665687764135, 4.358600530281128
87148;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89922089803279%2C4.364611051423775;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89922089803279%2C4.364611051423775;50.89922089803279, 4.364611051423775
92289;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.85834672736164%2C4.352925107037128;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85834672736164%2C4.352925107037128;50.85834672736164, 4.352925107037128
92301;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.864856866120206%2C4.356378499745604;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.864856866120206%2C4.356378499745604;50.864856866120206, 4.356378499745604
98450;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.83606775397273%2C4.346489271284383;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83606775397273%2C4.346489271284383;50.83606775397273, 4.346489271284383
101966;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88103959292909%2C4.347430981704851;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88103959292909%2C4.347430981704851;50.88103959292909, 4.347430981704851
105508;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;3;18;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.849152889447524%2C4.348262075681341;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.849152889447524%2C4.348262075681341;50.849152889447524, 4.348262075681341
107354;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89311073826996%2C4.337484771805467;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89311073826996%2C4.337484771805467;50.89311073826996, 4.337484771805467
111333;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.851417212035756%2C4.350044214696378;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.851417212035756%2C4.350044214696378;50.851417212035756, 4.350044214696378
117682;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.8354041234908%2C4.347124869683886;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8354041234908%2C4.347124869683886;50.8354041234908, 4.347124869683886
118075;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89187304427833%2C4.385446703430065;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89187304427833%2C4.385446703430065;50.89187304427833, 4.385446703430065
122022;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88884481915881%2C4.3415560907769;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88884481915881%2C4.3415560907769;50.88884481915881, 4.3415560907769
124693;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84200721838292%2C4.343640595345708;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84200721838292%2C4.343640595345708;50.84200721838292, 4.343640595345708
124881;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87586492399975%2C4.345366209081053;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87586492399975%2C4.345366209081053;50.87586492399975, 4.345366209081053
131782;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.857256430873626%2C4.349042704094195;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.857256430873626%2C4.349042704094195;50.857256430873626, 4.349042704094195
132020;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;5;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87332805812628%2C4.356877610757769;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87332805812628%2C4.356877610757769;50.87332805812628, 4.356877610757769
78016;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.85026554081949%2C4.381967461636552;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85026554081949%2C4.381967461636552;50.85026554081949, 4.381967461636552
78216;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89390801138632%2C4.373620207814162;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89390801138632%2C4.373620207814162;50.89390801138632, 4.373620207814162
82216;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88066609008136%2C4.343101850090888;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88066609008136%2C4.343101850090888;50.88066609008136, 4.343101850090888
86800;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.834966886144414%2C4.344869546894008;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.834966886144414%2C4.344869546894008;50.834966886144414, 4.344869546894008
94571;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.86754610888896%2C4.357562292226898;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86754610888896%2C4.357562292226898;50.86754610888896, 4.357562292226898
95441;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.872491660758236%2C4.351588607544507;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.872491660758236%2C4.351588607544507;50.872491660758236, 4.351588607544507
98792;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89254466798308%2C4.365670111286744;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89254466798308%2C4.365670111286744;50.89254466798308, 4.365670111286744
99296;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89124553691373%2C4.342728224344534;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89124553691373%2C4.342728224344534;50.89124553691373, 4.342728224344534
101797;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.852943792802094%2C4.345226323584468;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.852943792802094%2C4.345226323584468;50.852943792802094, 4.345226323584468
102128;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89665805250916%2C4.37711368490973;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89665805250916%2C4.37711368490973;50.89665805250916, 4.37711368490973
102132;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;5;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89520162006348%2C4.394200502698635;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89520162006348%2C4.394200502698635;50.89520162006348, 4.394200502698635
107463;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;3;18;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89672195075924%2C4.344119119014391;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89672195075924%2C4.344119119014391;50.89672195075924, 4.344119119014391
111520;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.873042363078376%2C4.353582043275831;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.873042363078376%2C4.353582043275831;50.873042363078376, 4.353582043275831
112125;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;5;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.890290044332055%2C4.335396918525232;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.890290044332055%2C4.335396918525232;50.890290044332055, 4.335396918525232
114412;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.83343134178435%2C4.344715614656034;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83343134178435%2C4.344715614656034;50.83343134178435, 4.344715614656034
114536;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.8434642755183%2C4.392956696544422;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8434642755183%2C4.392956696544422;50.8434642755183, 4.392956696544422
114577;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87678195502599%2C4.354275708187185;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87678195502599%2C4.354275708187185;50.87678195502599, 4.354275708187185
114767;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88685126267944%2C4.429006232552856;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88685126267944%2C4.429006232552856;50.88685126267944, 4.429006232552856
114941;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;8;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84588396831936%2C4.349904500317937;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84588396831936%2C4.349904500317937;50.84588396831936, 4.349904500317937
117680;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.83348094265464%2C4.346221686375921;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83348094265464%2C4.346221686375921;50.83348094265464, 4.346221686375921
117744;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.844715143017496%2C4.342360437910829;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.844715143017496%2C4.342360437910829;50.844715143017496, 4.342360437910829
117970;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;5;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87054390631623%2C4.360343205395129;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87054390631623%2C4.360343205395129;50.87054390631623, 4.360343205395129
118008;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.892648861102614%2C4.372421946241788;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.892648861102614%2C4.372421946241788;50.892648861102614, 4.372421946241788
118043;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;5;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.8937647151955%2C4.381706494387762;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8937647151955%2C4.381706494387762;50.8937647151955, 4.381706494387762
121148;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.853918744684%2C4.343937112788124;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.853918744684%2C4.343937112788124;50.853918744684, 4.343937112788124
124781;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.846370064734%2C4.338649328999305;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.846370064734%2C4.338649328999305;50.846370064734, 4.338649328999305
124830;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.85016958080851%2C4.382494515707765;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85016958080851%2C4.382494515707765;50.85016958080851, 4.382494515707765
128464;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89720288372578%2C4.328170815551858;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89720288372578%2C4.328170815551858;50.89720288372578, 4.328170815551858
128531;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.891772190937175%2C4.414161150249937;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.891772190937175%2C4.414161150249937;50.891772190937175, 4.414161150249937
131842;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84650043738768%2C4.38876337557592;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84650043738768%2C4.38876337557592;50.84650043738768, 4.38876337557592
132044;PMR;PBM;PRM;Zone verte;Groene zone;Green area;2;6;En épi;Op de kolf;On the cob;https://www.google.com/maps/search/?api=1&query=50.89456677457585%2C4.321652033761842;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89456677457585%2C4.321652033761842;50.89456677457585, 4.321652033761842
134950;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.901604621304315%2C4.382920925833822;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.901604621304315%2C4.382920925833822;50.901604621304315, 4.382920925833822
884;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.839731806776875%2C4.344452020425588;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.839731806776875%2C4.344452020425588;50.839731806776875, 4.344452020425588
893;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.83803239455654%2C4.355222055983281;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83803239455654%2C4.355222055983281;50.83803239455654, 4.355222055983281
945;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.842450890584445%2C4.34341969084036;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.842450890584445%2C4.34341969084036;50.842450890584445, 4.34341969084036
1103;PMR;PBM;PRM;Zone verte;Groene zone;Green area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88548050049191%2C4.350456210812076;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88548050049191%2C4.350456210812076;50.88548050049191, 4.350456210812076
6133;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89210279608641%2C4.334209053955367;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89210279608641%2C4.334209053955367;50.89210279608641, 4.334209053955367
8801;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.85063426582754%2C4.34317570548815;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85063426582754%2C4.34317570548815;50.85063426582754, 4.34317570548815
8997;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88745161908839%2C4.341541873474375;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88745161908839%2C4.341541873474375;50.88745161908839, 4.341541873474375
11465;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84309801900934%2C4.37426476287034;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84309801900934%2C4.37426476287034;50.84309801900934, 4.37426476287034
12429;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;7;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84519591976512%2C4.390422734765767;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84519591976512%2C4.390422734765767;50.84519591976512, 4.390422734765767
12484;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87731935782075%2C4.356547606737808;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87731935782075%2C4.356547606737808;50.87731935782075, 4.356547606737808
12566;PMR;PBM;PRM;Zone verte;Groene zone;Green area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.8704782077956%2C4.360456339707162;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8704782077956%2C4.360456339707162;50.8704782077956, 4.360456339707162
13225;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.890516728434775%2C4.381297513819772;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.890516728434775%2C4.381297513819772;50.890516728434775, 4.381297513819772
16017;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87212453875491%2C4.347037722166323;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87212453875491%2C4.347037722166323;50.87212453875491, 4.347037722166323
