ID;Type;Type;Type;Zone;Zone;Zone;Nombre de places (taille voiture);Longueur (m);Orientation;Oriëntatie;Orientation;Google Maps;Google Street View;Coordonnées géographiques
132737;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.90077643685294%2C4.365004273728267;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.90077643685294%2C4.365004273728267;50.90077643685294, 4.365004273728267
225520;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89931190689264%2C4.381977599114605;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89931190689264%2C4.381977599114605;50.89931190689264, 4.381977599114605
135036;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.85762415927527%2C4.347906076443294;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85762415927527%2C4.347906076443294;50.85762415927527, 4.347906076443294
225788;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87967364848993%2C4.3453371563923;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87967364848993%2C4.3453371563923;50.87967364848993, 4.3453371563923
225879;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88674003324243%2C4.339924340995887;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88674003324243%2C4.339924340995887;50.88674003324243, 4.339924340995887
225891;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.874684402909295%2C4.358864345887987;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.874684402909295%2C4.358864345887987;50.874684402909295, 4.358864345887987
225936;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88850293278543%2C4.335634213486052;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88850293278543%2C4.335634213486052;50.88850293278543, 4.335634213486052
225980;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.894424182010795%2C4.381486453129352;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.894424182010795%2C4.381486453129352;50.894424182010795, 4.381486453129352
225981;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.894210431333306%2C4.378729949713604;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.894210431333306%2C4.378729949713604;50.894210431333306, 4.378729949713604
226116;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.830386392952654%2C4.358884405283234;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.830386392952654%2C4.358884405283234;50.830386392952654, 4.358884405283234
229150;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.85251229798485%2C4.342304935128212;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85251229798485%2C4.342304935128212;50.85251229798485, 4.342304935128212
229277;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87820734951449%2C4.342420319485073;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87820734951449%2C4.342420319485073;50.87820734951449, 4.342420319485073
229305;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.875995193965785%2C4.350310761338597;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.875995193965785%2C4.350310761338597;50.875995193965785, 4.350310761338597
230934;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84519960578878%2C4.385608191722413;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84519960578878%2C4.385608191722413;50.84519960578878, 4.385608191722413
230962;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.849749705974354%2C4.385806404987055;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.849749705974354%2C4.385806404987055;50.849749705974354, 4.385806404987055
233620;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84592928131907%2C4.339513114169098;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84592928131907%2C4.339513114169098;50.84592928131907, 4.339513114169098
239056;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.86434894273716%2C4.355803553719131;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86434894273716%2C4.355803553719131;50.86434894273716, 4.355803553719131
239075;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88263738272182%2C4.341485556593025;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88263738272182%2C4.341485556593025;50.88263738272182, 4.341485556593025
239078;PMR;PBM;PRM;Zone verte;Groene zone;Green area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88419927143178%2C4.340473436221064;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88419927143178%2C4.340473436221064;50.88419927143178, 4.340473436221064
242362;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.845035704786426%2C4.342925341809003;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.845035704786426%2C4.342925341809003;50.845035704786426, 4.342925341809003
242601;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;3;Perpendiculaire;Loodrecht;Perpendicular;https://www.google.com/maps/search/?api=1&query=50.895199516425116%2C4.326165919610596;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.895199516425116%2C4.326165919610596;50.895199516425116, 4.326165919610596
245847;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.851518101190855%2C4.34644405499806;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.851518101190855%2C4.34644405499806;50.851518101190855, 4.34644405499806
245910;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.846000387277776%2C4.37246495012129;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.846000387277776%2C4.37246495012129;50.846000387277776, 4.37246495012129
246014;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.871555835886106%2C4.347982596003845;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.871555835886106%2C4.347982596003845;50.871555835886106, 4.347982596003845
246649;PMR;PBM;PRM;Zone verte;Groene zone;Green area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.8914031748491%2C4.341272698284268;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8914031748491%2C4.341272698284268;50.8914031748491, 4.341272698284268
249322;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.85124666784881%2C4.348852039266262;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85124666784881%2C4.348852039266262;50.85124666784881, 4.348852039266262
249534;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;5;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.8955062126935%2C4.32993062816012;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8955062126935%2C4.32993062816012;50.8955062126935, 4.32993062816012
249700;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.80117214963656%2C4.391922325374245;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.80117214963656%2C4.391922325374245;50.80117214963656, 4.391922325374245
253039;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87643899014997%2C4.358991896879106;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87643899014997%2C4.358991896879106;50.87643899014997, 4.358991896879106
253077;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;3;En épi;Op de kolf;On the cob;https://www.google.com/maps/search/?api=1&query=50.8828867712516%2C4.343807033256781;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8828867712516%2C4.343807033256781;50.8828867712516, 4.343807033256781
253140;PMR;PBM;PRM;Zone verte;Groene zone;Green area;4;12;Perpendiculaire;Loodrecht;Perpendicular;https://www.google.com/maps/search/?api=1&query=50.89402050853966%2C4.321632354196967;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89402050853966%2C4.321632354196967;50.89402050853966, 4.321632354196967
253302;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89229280389322%2C4.380747543936474;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89229280389322%2C4.380747543936474;50.89229280389322, 4.380747543936474
256718;PMR;PBM;PRM;Zone verte;Groene zone;Green area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89902441611765%2C4.360816989093385;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89902441611765%2C4.360816989093385;50.89902441611765, 4.360816989093385
256801;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.8915685013671%2C4.384795373647316;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8915685013671%2C4.384795373647316;50.8915685013671, 4.384795373647316
256942;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84486918243493%2C4.352692230399173;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84486918243493%2C4.352692230399173;50.84486918243493, 4.352692230399173
260109;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.845372822441725%2C4.388383075431227;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.845372822441725%2C4.388383075431227;50.845372822441725, 4.388383075431227
260365;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;3;Perpendiculaire;Loodrecht;Perpendicular;https://www.google.com/maps/search/?api=1&query=50.89176833421433%2C4.420197097709286;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89176833421433%2C4.420197097709286;50.89176833421433, 4.420197097709286
78650;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.893805994320005%2C4.369705318941862;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.893805994320005%2C4.369705318941862;50.893805994320005, 4.369705318941862
86925;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88078744681121%2C4.342051849887153;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88078744681121%2C4.342051849887153;50.88078744681121, 4.342051849887153
87043;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.86923546834847%2C4.359483554586162;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86923546834847%2C4.359483554586162;50.86923546834847, 4.359483554586162
87044;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.86809721952385%2C4.359019895244327;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86809721952385%2C4.359019895244327;50.86809721952385, 4.359019895244327
87304;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;3;En épi;Op de kolf;On the cob;https://www.google.com/maps/search/?api=1&query=50.839225587809814%2C4.349291965790839;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.839225587809814%2C4.349291965790839;50.839225587809814, 4.349291965790839
92614;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.895895069044784%2C4.392607861711086;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.895895069044784%2C4.392607861711086;50.895895069044784, 4.392607861711086
101769;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.83970039892281%2C4.356808095379072;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83970039892281%2C4.356808095379072;50.83970039892281, 4.356808095379072
101875;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.85161008607522%2C4.385021679879519;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85161008607522%2C4.385021679879519;50.85161008607522, 4.385021679879519
111354;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.849300728108155%2C4.380211055666726;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.849300728108155%2C4.380211055666726;50.849300728108155, 4.380211055666726
114466;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84705322533215%2C4.339983280938056;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84705322533215%2C4.339983280938056;50.84705322533215, 4.339983280938056
117869;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87734500701716%2C4.353012859603587;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87734500701716%2C4.353012859603587;50.87734500701716, 4.353012859603587
121298;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87904062346445%2C4.350346008342502;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87904062346445%2C4.350346008342502;50.87904062346445, 4.350346008342502
124762;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84606531489%2C4.341324299425534;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84606531489%2C4.341324299425534;50.84606531489, 4.341324299425534
125566;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.8938080919477%2C4.37308342102209;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8938080919477%2C4.37308342102209;50.8938080919477, 4.37308342102209
125573;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.90404067349592%2C4.386830582177996;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.90404067349592%2C4.386830582177996;50.90404067349592, 4.386830582177996
128414;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87189444756511%2C4.355262964529012;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87189444756511%2C4.355262964529012;50.87189444756511, 4.355262964529012
132150;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89554442161296%2C4.383344148271493;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89554442161296%2C4.383344148271493;50.89554442161296, 4.383344148271493
135438;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89245815587391%2C4.386684542889832;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89245815587391%2C4.386684542889832;50.89245815587391, 4.386684542889832
142688;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;5;En épi;Op de kolf;On the cob;https://www.google.com/maps/search/?api=1&query=50.83817809203095%2C4.360416363634574;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83817809203095%2C4.360416363634574;50.83817809203095, 4.360416363634574
142729;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.846895878623855%2C4.340038218185711;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.846895878623855%2C4.340038218185711;50.846895878623855, 4.340038218185711
142901;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88162967658712%2C4.346121481410707;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88162967658712%2C4.346121481410707;50.88162967658712, 4.346121481410707
143596;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.888457505304366%2C4.342396704660341;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.888457505304366%2C4.342396704660341;50.888457505304366, 4.342396704660341
149954;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.895562260341954%2C4.373510432268054;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.895562260341954%2C4.373510432268054;50.895562260341954, 4.373510432268054
152977;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.83781748028826%2C4.344470998126422;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83781748028826%2C4.344470998126422;50.83781748028826, 4.344470998126422
153196;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87056182770061%2C4.345812193939466;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87056182770061%2C4.345812193939466;50.87056182770061, 4.345812193939466
153221;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.86369457620281%2C4.355291192555892;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.86369457620281%2C4.355291192555892;50.86369457620281, 4.355291192555892
153271;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87300831566929%2C4.354891785746592;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87300831566929%2C4.354891785746592;50.87300831566929, 4.354891785746592
153318;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.891875631794086%2C4.367743868708227;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.891875631794086%2C4.367743868708227;50.891875631794086, 4.367743868708227
156450;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.853857963728224%2C4.344601364579566;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.853857963728224%2C4.344601364579566;50.853857963728224, 4.344601364579566
156631;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.8573966191393%2C4.352044079642551;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8573966191393%2C4.352044079642551;50.8573966191393, 4.352044079642551
157003;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.85381662785721%2C4.354762324374205;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85381662785721%2C4.354762324374205;50.85381662785721, 4.354762324374205
160012;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.83623634565973%2C4.342558514584765;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83623634565973%2C4.342558514584765;50.83623634565973, 4.342558514584765
160230;PMR;PBM;PRM;Zone verte;Groene zone;Green area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.85785490145556%2C4.353904102816563;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.85785490145556%2C4.353904102816563;50.85785490145556, 4.353904102816563
160333;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89897554405996%2C4.359864279857054;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89897554405996%2C4.359864279857054;50.89897554405996, 4.359864279857054
163486;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.844041456364025%2C4.348599710213214;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.844041456364025%2C4.348599710213214;50.844041456364025, 4.348599710213214
163536;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84259522859502%2C4.341385467110107;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84259522859502%2C4.341385467110107;50.84259522859502, 4.341385467110107
163643;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87610803087978%2C4.352057202720558;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87610803087978%2C4.352057202720558;50.87610803087978, 4.352057202720558
163733;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87354663200374%2C4.353111522652281;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87354663200374%2C4.353111522652281;50.87354663200374, 4.353111522652281
163791;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.896127921934855%2C4.357989086372256;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.896127921934855%2C4.357989086372256;50.896127921934855, 4.357989086372256
164366;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.88891477445217%2C4.339755385034851;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.88891477445217%2C4.339755385034851;50.88891477445217, 4.339755385034851
167311;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87341661921767%2C4.352725161957017;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87341661921767%2C4.352725161957017;50.87341661921767, 4.352725161957017
168094;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.850311262894024%2C4.381656772398567;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.850311262894024%2C4.381656772398567;50.850311262894024, 4.381656772398567
168133;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;7;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87889759470611%2C4.341579310255574;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87889759470611%2C4.341579310255574;50.87889759470611, 4.341579310255574
168535;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84479732841863%2C4.348464851848989;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84479732841863%2C4.348464851848989;50.84479732841863, 4.348464851848989
172364;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.8886445816675%2C4.341465140909017;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.8886445816675%2C4.341465140909017;50.8886445816675, 4.341465140909017
174831;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;2;12;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.83532346516135%2C4.343586115989454;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.83532346516135%2C4.343586115989454;50.83532346516135, 4.343586115989454
174874;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.856247294202596%2C4.349014413586048;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.856247294202596%2C4.349014413586048;50.856247294202596, 4.349014413586048
175390;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.844124782895996%2C4.359233179686772;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.844124782895996%2C4.359233179686772;50.844124782895996, 4.359233179686772
175730;PMR;PBM;PRM;Zone bleue;Blauwe zone;Blue area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.89658698093957%2C4.392408586283251;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.89658698093957%2C4.392408586283251;50.89658698093957, 4.392408586283251
178400;PMR;PBM;PRM;Zone grise;Grijze zone;Grey area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84942777044994%2C4.343470741962642;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84942777044994%2C4.343470741962642;50.84942777044994, 4.343470741962642
178570;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.87344805589851%2C4.347641548288959;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.87344805589851%2C4.347641548288959;50.87344805589851, 4.347641548288959
182042;PMR;PBM;PRM;Zone verte;Groene zone;Green area;1;6;Parallèle;Parallel;Parallel;https://www.google.com/maps/search/?api=1&query=50.84473195428739%2C4.387856933657699;https://www.google.com/maps/@?api=1&map_action=pano&viewpoint=50.84473195428739%2C4.387856933657699;50.84473195428739, 4.387856933657699
