Année;Domaine;Domein;Code catégorie;Catégorie principale;Hoofdcategorie;Total global;Total commune;Total Région
2018;PE introduits;MV ingediend;135;Musique;Muziek;0;0;0
2018;PE délivrés;MV afgeleverd;72;Gaz (réservoirs fixes);Gas (vaste recipiënten);29;1;28
2018;PE délivrés;MV afgeleverd;100;Métaux (dépôts de);Metalen (opslaplaatsen voor);12;1;11
2018;PE délivrés;MV afgeleverd;142;Textile, tissus, vêtements,;Textiel, stoffen, kleren;4;1;3
2018;PE délivrés;MV afgeleverd;124;Produits minéraux (dépôts fermés);Minerale producten (overdekte opslagplaatsen);2;0;2
2018;PE délivrés;MV afgeleverd;69;Gaz (butane-propane);Gas (butaan-propaan);1;0;1
2018;PE délivrés;MV afgeleverd;117;Poisson, magasins, conserves;Vis, viswinkel;1;0;1
2018;PE délivrés;MV afgeleverd;144;Textile (traitement mécanique);Textiel (mechanische bewerking);1;0;1
2018;PE délivrés;MV afgeleverd;3;Accumulateurs électriques, UPS, serveurs, piles;Elektrische accumulatoren, UPS, servers;0;0;0
2018;PE délivrés;MV afgeleverd;28;Polystyrène;Polystyreen;0;0;0
2018;PE délivrés;MV afgeleverd;30;Chaussures, cordonniers, cordonneries, cuir;Schoenen, schoenmakers, leer;0;0;0
2018;PE délivrés;MV afgeleverd;41;Compostage/ Biométhanisation;Composteren/ Biomethaniseren;0;0;0
2018;PE délivrés;MV afgeleverd;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
2018;PE délivrés;MV afgeleverd;76;Gélatine;Gelatine;0;0;0
2018;PE délivrés;MV afgeleverd;88;Combustibles, diesel, mazout,;Brandstoffen, mazout, diesel;0;0;0
2018;PE délivrés;MV afgeleverd;88;Combustibles, essence;Brandstoffen, benzine;0;0;0
2018;PE délivrés;MV afgeleverd;151;Véhicules seconde main, showroom, garage;Showroom, tweedehandswagens, garage;0;0;0
2017;PU délivrés;SV afgeleverd;8.;Utiliser un terrain pour le dépôt, pour le stationnement de véhicules ou pour le placement d'installations mobiles pouvant être utilisées pour l'habitation (cfr chap. II et chap. III, section 6 de l'arrêté);"Een terrein gebruiken voor het stallen, voor het parkeren van voertuigen of voor de plaatsing van mobiele installaties die voor 
bewoning gebruikt kunnen worden (cf. hfdstk. II en hfdstk. III, afdeling 6 van het besluit)";1;1;0
2017;PE introduits;MV ingediend;23;Boulangeries patisseries, patissier, alimentaire, pains, tartes;Bakkerijen, patisserie, voeding, taarten, brood;9;8;1
2017;PE introduits;MV ingediend;72;Réservoirs;Gasreservoirs;0;0;0
2017;PE introduits;MV ingediend;89;Luna-parks;Lunaparken;0;0;0
2017;PE introduits;MV ingediend;102;Métaux, fonderies;Metaal, gieterijen;0;0;0
2017;PE introduits;MV ingediend;110;Peaux;Huiden;0;0;0
2017;PE introduits;MV ingediend;149;Chaudière à vapeur industrielle;Industriële stoomketel;0;0;0
2017;PE délivrés;MV afgeleverd;53;Dépôts (général);Opslagplaatsen (algemeen);17;5;12
2017;PE délivrés;MV afgeleverd;12;Automobiles (lavage);Auto's (wassen);11;2;9
2017;PE délivrés;MV afgeleverd;108;Papier (dépôts);Papier (opslagplaat-sen);11;1;10
2017;PE délivrés;MV afgeleverd;98;Métaux (traitement thermique);Metalen (thermische bewerking);5;0;5
2017;PE délivrés;MV afgeleverd;144;Textile (traitement mécanique);Textiel (mechanische bewerking);2;0;2
2017;PE délivrés;MV afgeleverd;97;Métaux (traitement chimique);Metalen (chemische bewerking);1;0;1
2017;PE délivrés;MV afgeleverd;15;Béton;Beton;0;0;0
2017;PE délivrés;MV afgeleverd;90;Magasins, supermarchés;Winkels, supermarkten;0;0;0
2017;PE délivrés;MV afgeleverd;102;Métaux, fonderies;Metaal, gieterijen;0;0;0
2017;PE délivrés;MV afgeleverd;122;Fruits, légumes, grossistes;Groenten, fruit, groothandels;0;0;0
2017;PE délivrés;MV afgeleverd;138;Cabine de peinture, carosserie, pistolet HVLP, vernis;Spuitcabine, verfcabine, carrosserie, HVLP, vernis;0;0;0
2017;PE délivrés;MV afgeleverd;151;Véhicules seconde main, showroom, garage;Showroom, tweedehandswagens, garage;0;0;0
2017;PE délivrés;MV afgeleverd;214;Déchets  dangereux (dépôts);Ongevaarlijke afvalstoffen (stortplaatsen);0;0;0
2017;PE délivrés;MV afgeleverd;224;Garages, parkings;Garages, parkings;0;0;0
2016;PU délivrés;SV afgeleverd;1.2.;Construire, reconstruire, transformer et/ou placer une installation fixe sans l'intervention obligatoire d'un architecte (cfr chap. II et chap III, section 1, sous-section 2 de l'arrêté);Bouwen, heropbouwen, verbouwen en/of een vaste inrichting plaatsen zonder verplichte interventie van een architect (cf. hfdstk. II en hfdstk. III, afdeling 1, onderafdeling 2 van het besluit);48;35;13
2016;PE introduits;MV ingediend;72;Gaz (réservoirs fixes);Gas (vaste recipiënten);10;1;9
2016;PE introduits;MV ingediend;72;Réservoirs;Gasreservoirs;0;0;0
2016;PE introduits;MV ingediend;82;Industrie graphique, sérigraphie;Grafische industrie, zeefdruk;0;0;0
2016;PE introduits;MV ingediend;87;Conserveries, boites;Conserven, conservering, blik;0;0;0
2016;PE introduits;MV ingediend;138;Cabine de peinture, carosserie, pistolet HVLP, vernis;Spuitcabine, verfcabine, carrosserie, HVLP, vernis;0;0;0
2016;PE délivrés;MV afgeleverd;3;Accumulateurs électriques;Elektrische accumulatoren;43;4;39
2016;PE délivrés;MV afgeleverd;18;Bois (travail);Hout (bewerking);14;2;12
2016;PE délivrés;MV afgeleverd;59;Explosifs, airbags;Explosieven, airbags;5;0;5
2016;PE délivrés;MV afgeleverd;141;Tabac (dépôts);Tabak (opslagplaat-sen);2;0;2
2016;PE délivrés;MV afgeleverd;30;Chaussures, cordonniers, cordonneries, cuir;Schoenen, schoenmakers, leer;1;1;0
2016;PE délivrés;MV afgeleverd;36;Colles (dépôts);Lijm (opslagplaat-sen);1;0;1
2015;PE introduits;MV ingediend;45;Déchets dangereux et non dangereux autres qu'inertes;Gevaarlijke en niet inerte afvalstoffen;8;0;8
2015;PE introduits;MV ingediend;44;Déchets (Centres de tri);Afvalstoffen (Sorteercentra);5;4;1
2015;PE introduits;MV ingediend;82;Imprimerie;Drukkerijen;4;1;3
2015;PE introduits;MV ingediend;67;Morgues;Funeraria;0;0;0
2015;PE introduits;MV ingediend;88;Combustibles, essence;Brandstoffen, benzine;0;0;0
2015;PE introduits;MV ingediend;137;Sucre, chocolat, praline, bonbons;Suiker, pralines, chocolade, snoep;0;0;0
2015;PE délivrés;MV afgeleverd;104;Moteurs;Motoren;84;9;75
2015;PE délivrés;MV afgeleverd;80;Huiles résiduaires (dépôts);Afvaloliën  (opslagplaatsen);27;8;19
2015;PE délivrés;MV afgeleverd;124;Produits minéraux (dépôts fermés);Minerale producten (overdekte opslagplaatsen);4;2;2
2015;PE délivrés;MV afgeleverd;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
2015;PE délivrés;MV afgeleverd;55;Electricité, moulin à vent;Windmolens, windturbine, elektriciteit;0;0;0
2015;PE délivrés;MV afgeleverd;88;Combustibles, diesel, mazout,;Brandstoffen, mazout, diesel;0;0;0
2015;PE délivrés;MV afgeleverd;110;Peaux;Huiden;0;0;0
2015;PE délivrés;MV afgeleverd;134;Produits d'origine végétale (dépôts de);Produkten van plantaardige oorsprong (opslagplaats voor);0;0;0
2014;PU délivrés;SV afgeleverd;2.;Démolir sans reconstruire (cfr chap. II et chap. III, section 2 de l'arrêté);Afbreken zonder heropbouwen (cf. hfdstk. II en hfdstk. III, afdeling 2 van het besluit);2;2;0
2014;PE introduits;MV ingediend;100;Métaux (dépôts de);Metalen (opslaplaatsen voor);9;3;6
2014;PE introduits;MV ingediend;90;Magasins;Winkels;4;3;1
2014;PE introduits;MV ingediend;25;Blanchisseries, buanderies, wasserettes, linge, nettoyages, lavages, laverie;Wasserijen, wasserettes, wasgoed, wassalon, reiniging, wassen;0;0;0
2014;PE introduits;MV ingediend;51;Déchets;Afvalstoffen;0;0;0
2014;PE introduits;MV ingediend;73;Digesteur, réacteur, fermentation;Vergister, bioreactor, fermentatie;0;0;0
2014;PE introduits;MV ingediend;88;Combustibles, huiles et graisses minérales;Brandstoffen, oliën en minerale vetten;0;0;0
2014;PE délivrés;MV afgeleverd;148;Transformateurs statiques;Statische transformatoren;176;87;89
2014;PE délivrés;MV afgeleverd;40;Combustion (installations de);Verbranding (inrichtingen);169;53;116
2014;PE délivrés;MV afgeleverd;27;Chantier (Décontamination de l'amiante);Werven (Asbestsanering);120;0;120
2024;PE délivrés;MV afgeleverd;149;Vapeur (appareils à vapeur);Stoom (stoom-toestellen);2;0;2
2024;PE délivrés;MV afgeleverd;62;Permanent, puits;Permanente, waterput;1;0;1
2023;PU introduits;SV ingediend;15.;Autre;Ander;12;8;4
2023;PU introduits;SV ingediend;13.;Placer des installations temporaires événementielles ou liées à un chantier (cfr chap. II et chap. III, section 11 de l'arrêté);Tijdelijke evenement- of bouwplaatsgebonden installaties plaatsen (cf. hfdstk. II en hfdstk. III, afdeling 11 van het besluit);2;1;1
2023;PE introduits;MV ingediend;68;Garages, parkings;Garages, parkings;43;31;12
2023;PE introduits;MV ingediend;68;Garages (couverts);Garages (overdekte);23;1;22
2023;PE introduits;MV ingediend;135;Musique;Muziek;10;10;0
2023;PE introduits;MV ingediend;132;Tours de refroidissement;Koeltorens;9;4;5
2023;PE introduits;MV ingediend;64;Fours;Ovens;8;2;6
2023;PE introduits;MV ingediend;49;Traitement déchets non dangereux;Ongevaarlijke afvalstoffen (mechanische bewerking);2;0;2
2023;PE introduits;MV ingediend;173;Produits dangereux;Gevaarlijke producten;2;0;2
2023;PE introduits;MV ingediend;55;Electricité;Elektriciteit;1;1;0
2023;PE introduits;MV ingediend;86;Laiteries;Melkerijen;1;0;1
2023;PE introduits;MV ingediend;91;Marbre;Marmer;1;0;1
2023;PE délivrés;MV afgeleverd;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;10;2;8
2023;PE délivrés;MV afgeleverd;45;Déchets dangereux solides;Vaste gevaarlijke afvalstoffen;7;1;6
2023;PE délivrés;MV afgeleverd;22;Boues, terres excavées;Slib, uitgegraven grond;4;0;4
2023;PE délivrés;MV afgeleverd;44;Tri, préparation en vue du réemploi de déchets;Sorteren, voorbereiden met het oog op hergebruik van afvalstoffen;3;1;2
2023;PE délivrés;MV afgeleverd;97;Métaux (traitement chimique);Metalen (chemische bewerking);1;0;1
2022;PE introduits;MV ingediend;88;Combustibles, diesel, citerne à mazout,;Brandstoffen, mazout, stookolie, diesel;17;13;4
2022;PE introduits;MV ingediend;23;Boulangeries patisseries, patissier, alimentaire, pains, tartes;Bakkerijen, patisserie, voeding, taarten, brood;3;3;0
2022;PE introduits;MV ingediend;85;Laboratoires;Laboratoria;3;0;3
2022;PE introduits;MV ingediend;13;Automobiles (réparation);Auto's (herstellingen);2;1;1
2022;PE introduits;MV ingediend;55;Electricité, pompes;Elektriciteit, pompen;2;0;2
2022;PE introduits;MV ingediend;56;Infiltration, STEP;Rietvelden, infiltratie, sterfputten;2;0;2
2022;PE introduits;MV ingediend;45;Déchets dangereux (dépôt);Gevaarlijke afvalstoffen (opslag);1;0;1
2022;PE introduits;MV ingediend;45;DEEE;AEEA;1;0;1
2022;PE introduits;MV ingediend;89;Luna-parks;Lunaparken;1;0;1
2022;PE introduits;MV ingediend;108;Archives;Archieven;1;0;1
2022;PE introduits;MV ingediend;74;Gaz (récipients mobiles);Gas (verplaatsbare recipiënten);0;0;0
2022;PE délivrés;MV afgeleverd;68;Garages, parkings;Garages, parkings;131;46;85
2022;PE délivrés;MV afgeleverd;132;Tours de refroidissement;Koeltorens;25;0;25
2022;PE délivrés;MV afgeleverd;224;Garages;Garages;5;0;5
2022;PE délivrés;MV afgeleverd;88;Combustibles, huiles et graisses minérales;Brandstoffen, oliën en minerale vetten;4;0;4
2022;PE délivrés;MV afgeleverd;89;Luna-parks;Lunaparken;3;1;2
2022;PE délivrés;MV afgeleverd;142;Textile, tissus, vêtements,;Textiel, stoffen, kleren;3;1;2
2022;PE délivrés;MV afgeleverd;132;Refroidissement (installations de);Koeling (inrichtingen);2;0;2
2022;PE délivrés;MV afgeleverd;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;0;0;0
2021;PE introduits;MV ingediend;72;Réservoirs;Gasreservoirs;10;3;7
2021;PE introduits;MV ingediend;12;Automobiles, carwash, car-wash, voitures, véhicules;Automobielen, carwash, voertuigen;5;3;2
2021;PE introduits;MV ingediend;19;Bois (dépôts);Hout (opslagplaat-sen);1;1;0
2021;PE introduits;MV ingediend;47;Déchets inertes (dépôts);Inerte afvalstoffen (opslagplaat-sen);1;1;0
2021;PE introduits;MV ingediend;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;1;1;0
2021;PE introduits;MV ingediend;28;Chantiers (construction);Werven (bouw);0;0;0
2021;PE introduits;MV ingediend;41;Composter;Composteren;0;0;0
2021;PE introduits;MV ingediend;45;Déchets dangereux solides;Vaste gevaarlijke afvalstoffen;0;0;0
2021;PE introduits;MV ingediend;134;Produits d'origine végétale (dépôts de);Produkten van plantaardige oorsprong (opslagplaats voor);0;0;0
2021;PE délivrés;MV afgeleverd;179;Bassins d’orage d’eaux pluviales;Stormbekkens;24;6;18
2021;PE délivrés;MV afgeleverd;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;13;2;11
2021;PE délivrés;MV afgeleverd;45;Déchets dangereux;Gevaarlijke afvalstoffen;13;1;12
2021;PE délivrés;MV afgeleverd;62;Forage, captage, pompage, puits;Grondwaterbemaling, boringen, oppompen, put;13;1;12
2021;PE délivrés;MV afgeleverd;88;Liquides inflammables;Ontvlambare vloeistoffen;7;1;6
2021;PE délivrés;MV afgeleverd;44;Déchetteries, parc, container, centre de tri;Afvalpark, containerpark, sorteercentrum;6;1;5
2021;PE délivrés;MV afgeleverd;3;Accumulateurs électriques;Elektrische accumulatoren;5;0;5
2021;PE délivrés;MV afgeleverd;114;Photo, laboratoire, développement;Foto (ontwikkeling);1;0;1
2020;PU délivrés;SV afgeleverd;4.;Modifier le nombre de logements dans une construction existante (cfr chap. II et chap. III, section 3 de l'arrêté);Het aantal woningen in een bestaand gebouw wijzigen(cf. hfdstk. II en hfdstk. III, afdeling 3 van het besluit);8;8;0
2020;PE introduits;MV ingediend;40;Combustion (installations de);Verbranding (inrichtingen);18;3;15
2020;PE introduits;MV ingediend;179;Bassins d’orage d’eaux pluviales;Stormbekkens;11;5;6
2020;PE introduits;MV ingediend;68;Garages, parkings;Garages, parkings;8;0;8
2020;PE introduits;MV ingediend;53;Dépôts général;Algemene opslagplaats;4;0;4
2020;PE introduits;MV ingediend;14;Piscines, thermes, jacuzzi;Zwembaden, thermen, jacuzzi;3;2;1
2020;PE introduits;MV ingediend;47;Déchets non dangereux, papier, carton, PMC, metal, verre;Niet gevaarlijke afvalstoffen, papier, karton, PMD, glas, metaal;3;1;2
2020;PE introduits;MV ingediend;14;Piscines;Zwembaden;2;0;2
2020;PE introduits;MV ingediend;19;Bois;Hout;2;0;2
2020;PE introduits;MV ingediend;74;Gaz, bonbonnes;Gaz, spuitbus;0;0;0
2020;PE délivrés;MV afgeleverd;148;Transformateurs statiques;Statische transformatoren;30;4;26
2020;PE délivrés;MV afgeleverd;121;Produits dangereux, biocides;Gevaarlijke producten, biociden;11;3;8
2020;PE délivrés;MV afgeleverd;48;Déchets non dangereux (traitement mécanique);Niet gevaarlijke afvalstoffen (mechanische verwerking);5;1;4
2020;PE délivrés;MV afgeleverd;127;Produits  d'origine animale;Producten van dierlijke oorsprong;3;3;0
2020;PE délivrés;MV afgeleverd;47;Déchets inertes (dépôts);Inerte afvalstoffen (opslagplaat-sen);2;0;2
2020;PE délivrés;MV afgeleverd;70;Gaz;Gas;2;0;2
2020;PE délivrés;MV afgeleverd;28;Polystyrène;Polystyreen;1;1;0
2020;PE délivrés;MV afgeleverd;62;Forage, puits, captage, réinjection;Grondwaterbemaling, boringen, oppompen, put;1;0;1
2020;PE délivrés;MV afgeleverd;79;Hôpitaux, höpital, homes, maisons de retraite;Hospitaal, hospitalen, home, rusthuis, rust- en verzorgingstehuis;1;0;1
2020;PE délivrés;MV afgeleverd;28;Chantiers (construction);Werven (bouw);0;0;0
2020;PE délivrés;MV afgeleverd;33;Citernes (nettoyage);Tanken (schoonmaak);0;0;0
2020;PE délivrés;MV afgeleverd;38;Combustibles solides (dépôts);Vaste brandstoffen (opslagplaat-sen);0;0;0
2020;PE délivrés;MV afgeleverd;59;Feu d'artifices, airbags;Vuurwerken, airbags;0;0;0
2020;PE délivrés;MV afgeleverd;74;Gaz, bonbonnes;Gaz, spuitbus;0;0;0
2020;PE délivrés;MV afgeleverd;114;Photo, laboratoire, développement;Foto, labo, ontwikkeling;0;0;0
2020;PE délivrés;MV afgeleverd;165;Construction métallique, voitures;Metaalverwerkende nijverheid, wagens;0;0;0
2019;PU introduits;SV ingediend;6.;Placer un ou des enseigne(s) et/ou publicité(s) associée(s) à l'enseigne (cfr chap. II et chap. III, section 4, sous-section 2 de l'arrêté);Plaatsen van  (aantal) uithangborden en/of reclame in verband met het merk (cf. hfdstk. II en hfdstk. III, afdeling 4, onderafdeling 2 van het besluit);61;57;4
2019;PE introduits;MV ingediend;13;Automobiles (réparation);Auto's (herstellingen);7;4;3
2019;PE introduits;MV ingediend;21;Soda, alcool, bières, vins, jus;Dranken, bierbrouwerijen, frisdranken, alcohol, bieren, wijnen;2;0;2
2019;PE introduits;MV ingediend;45;Déchets dangereux;Gevaarlijke afvalstoffen;1;0;1
2019;PE introduits;MV ingediend;27;Chantier (Décontamination de l'amiante);Werven (Asbestsanering);0;0;0
2019;PE introduits;MV ingediend;45;Déchets dangereux et non dangereux autres qu'inertes;Gevaarlijke en niet inerte afvalstoffen;0;0;0
2019;PE introduits;MV ingediend;45;Déchets dangereux solides;Vaste gevaarlijke afvalstoffen;0;0;0
2019;PE introduits;MV ingediend;51;Collecte déchets, parc à conteneur;Inzameling afvalstoffen, containerpark;0;0;0
2019;PE introduits;MV ingediend;78;Fabrique, Savon;Zeepfabrieken;0;0;0
2019;PE introduits;MV ingediend;110;Peaux;Huiden;0;0;0
2019;PE introduits;MV ingediend;154;Vernis (dépôts);Vernis (opslagplaat-sen);0;0;0
2019;PE délivrés;MV afgeleverd;132;Réfrigération (installation de);Koeling (inrichtingen);76;15;61
2019;PE délivrés;MV afgeleverd;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, thermoblocs, aerothermes, cogen, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;51;11;40
2019;PE délivrés;MV afgeleverd;104;Moteurs;Motoren;42;1;41
2019;PE délivrés;MV afgeleverd;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);18;1;17
2019;PE délivrés;MV afgeleverd;132;Refroidissement (installations de);Koeling (inrichtingen);6;0;6
2019;PE délivrés;MV afgeleverd;15;Béton;Beton;2;0;2
2019;PE délivrés;MV afgeleverd;80;Huiles résiduaires (dépôts);Afvaloliën  (opslagplaatsen);2;0;2
2019;PE délivrés;MV afgeleverd;83;Imprimerie;Drukkerijen;1;0;1
2019;PE délivrés;MV afgeleverd;38;Combustibles solides (dépôts);Vaste brandstoffen (opslagplaat-sen);0;0;0
2019;PE délivrés;MV afgeleverd;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;0;0;0
2019;PE délivrés;MV afgeleverd;47;Déchets non dangereux (dépôt);Niet gevaarlijke afvalstoffen (opslagplaats);0;0;0
2019;PE délivrés;MV afgeleverd;72;Gaz;Gas;0;0;0
2019;PE délivrés;MV afgeleverd;74;Bouteilles, bonbonnes;Gasflessen, spuitbus;0;0;0
2019;PE délivrés;MV afgeleverd;123;Produits minéraux;Minerale producten;0;0;0
2018;PE introduits;MV ingediend;71;Gaz (traitement physique);Gas (fysische verwerking);26;6;20
2018;PE introduits;MV ingediend;62;Forage;Boring;5;0;5
2018;PE introduits;MV ingediend;85;Laboratoires;Laboratoria;3;0;3
2018;PE introduits;MV ingediend;28;Polystyrène;Polystyreen;0;0;0
2018;PE introduits;MV ingediend;72;Gaz;Gas;0;0;0
2018;PE introduits;MV ingediend;72;Réservoirs;Gasreservoirs;0;0;0
2018;PE délivrés;MV afgeleverd;71;Gaz (traitement physique);Gas (fysische verwerking);38;5;33
2018;PE délivrés;MV afgeleverd;23;Boulangeries patisseries, patissier, alimentaire, pains, tartes;Bakkerijen, patisserie, voeding, taarten, brood;6;6;0
2018;PE délivrés;MV afgeleverd;62;Forage;Boring;6;0;6
2018;PE délivrés;MV afgeleverd;55;Electricité, pompes;Elektriciteit, pompen;0;0;0
2018;PE délivrés;MV afgeleverd;59;Feu d'artifices, airbags;Vuurwerken, airbags;0;0;0
2018;PE délivrés;MV afgeleverd;112;Produits phytopharmaceutiques;Gewasbeschermingsmiddelen;0;0;0
2017;PU introduits;SV ingediend;10.;Aménager un espace vert et/ou modifier le relief du sol, déboiser ou encore défricher ou modifier la végétation d'une zone dont le Gouvernement a jugé la protection nécessaire (cfr chap. II et chap. III, section 8 de l'arrêté);Een groene ruimte aanleggen en/of het bodemreliëf wijzigen, ontbossen of ontginnen of de beplanting van een gebied waarvan de regering de bescherming noodzakelijk zou achten (cf. hfdstk. II en hfdstk. III, afdeling 8 van het besluit);2;0;2
2017;PE introduits;MV ingediend;101;Métaux (travail des);Metalen (bewerking);9;4;5
2017;PE introduits;MV ingediend;108;Papier (dépôts);Papier (opslagplaat-sen);2;0;2
2017;PE introduits;MV ingediend;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;0;0;0
2017;PE introduits;MV ingediend;51;Déchets;Afvalstoffen;0;0;0
2017;PE introduits;MV ingediend;94;Plastic;Plastiek;0;0;0
2017;PE introduits;MV ingediend;106;Déchets de cuisine et de table, huiles et graisses de friture usagées, abats, anciennes denrées alimentaires, peaux, fourrure, laine, cadavres;Keukenafval en etensresten, gebruikte frituurolie en -vetten, slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol, kadavers;0;0;0
2017;PE introduits;MV ingediend;108;Archives;Archieven;0;0;0
2017;PE introduits;MV ingediend;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;0;0;0
2017;PE introduits;MV ingediend;225;Bouteilles, bonbonnes, réservoirs;Gassen (vaste recipiënten);0;0;0
2017;PE délivrés;MV afgeleverd;71;Gaz (traitement physique);Gas (fysische verwerking);40;8;32
2017;PE délivrés;MV afgeleverd;41;Compostage/ Biométhanisation;Composteren/ Biomethaniseren;0;0;0
2017;PE délivrés;MV afgeleverd;46;Déchets dangereux;Gevaarlijke afvalstoffen;0;0;0
2016;PU introduits;SV ingediend;6.;Placer un ou des enseigne(s) et/ou publicité(s) associée(s) à l'enseigne (cfr chap. II et chap. III, section 4, sous-section 2 de l'arrêté);Plaatsen van  (aantal) uithangborden en/of reclame in verband met het merk (cf. hfdstk. II en hfdstk. III, afdeling 4, onderafdeling 2 van het besluit);75;71;4
2016;PE introduits;MV ingediend;148;Transformateurs statiques;Statische transformatoren;81;44;37
2016;PE introduits;MV ingediend;129;Produits pharmaceutiques (dépôts);Farmaceutische producten (opslagplaatsen);1;1;0
2016;PE introduits;MV ingediend;101;Métaux, tours;Metaaldraaibank;0;0;0
2016;PE introduits;MV ingediend;109;Papier;Papier;0;0;0
2016;PE délivrés;MV afgeleverd;149;Vapeur (appareils à vapeur);Stoom (stoom-toestellen);7;1;6
2015;PE introduits;MV ingediend;66;Fumier;Mest;0;0;0
2015;PE introduits;MV ingediend;98;Métaux (traitement thermique);Metalen (thermische bewerking);0;0;0
2015;PE délivrés;MV afgeleverd;135;Spectacles;Schouwspelen;18;5;13
2015;PE délivrés;MV afgeleverd;154;Vernis (dépôts);Vernis (opslagplaat-sen);6;0;6
2015;PE délivrés;MV afgeleverd;70;Gaz;Gas;2;0;2
2015;PE délivrés;MV afgeleverd;160;Aérodrome;Luchtvaartterrein;1;0;1
2015;PE délivrés;MV afgeleverd;45;Liquides, huiles usagées;Vloeistoffen, afvalolie;0;0;0
2015;PE délivrés;MV afgeleverd;126;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;0;0;0
2014;PU introduits;SV ingediend;7.;Modifier la destination ou l'utilisation d'un bien NON BÂTI (cfr chap. II et chap. III, section 5 de l'arrêté);De bestemming of het gebruik van een niet gebouwd goed wijzigen (cf. hfdstk. II en hfdstk. III, afdeling 5 van het besluit);3;2;1
2014;PE introduits;MV ingediend;23;Boulangeries patisseries, patissier, alimentaire, pains, tartes;Bakkerijen, patisserie, voeding, taarten, brood;8;5;3
2014;PE délivrés;MV afgeleverd;43;Cuisson d’argile et de plâtre;Klei-, pleisterbakken;1;0;1
2014;PE délivrés;MV afgeleverd;63;Forges;Smederijen;0;0;0
2014;PE délivrés;MV afgeleverd;138;Cabine de peinture, carosserie, vernis;Spuitcabine, verfcabine, carrosserie, vernis;0;0;0
2014;PE délivrés;MV afgeleverd;155;Vernis, laques, peintures, colles, pigments et émaux, émaille;Vernis, lak, verf, lijmen, pigmenten en emaille;0;0;0
2024;PU introduits;SV ingediend;3.;Modifier la destination ou l'utilisation de tout ou partie d'un bien bâti (cfr chap. II et chap. III, section 3 de l'arrêté);De bestemming of het gebruik van het geheel of een deel van een bebouwd goed wijzigen  (cf. hfdstk. II en hfdstk. III, afdeling 3 van het besluit);75;66;9
2024;PU introduits;SV ingediend;8.;Utiliser un terrain pour le dépôt, pour le stationnement de véhicules ou pour le placement d'installations mobiles pouvant être utilisées pour l'habitation (cfr chap. II et chap. III, section 6 de l'arrêté);"Een terrein gebruiken voor het stallen, voor het parkeren van voertuigen of voor de plaatsing van mobiele installaties die voor 
bewoning gebruikt kunnen worden (cf. hfdstk. II en hfdstk. III, afdeling 6 van het besluit)";1;1;0
2024;PE délivrés;MV afgeleverd;104;Groupe, secours, électrogène, sprinklage;Noodgroepen, noodaggregaat, noodaggregaat, sprinkler;68;3;65
2024;PE délivrés;MV afgeleverd;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, cogen, fours, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;5;0;5
2024;PE délivrés;MV afgeleverd;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);4;0;4
2024;PE délivrés;MV afgeleverd;10;Animal, magasins, zoo, refuges, manèges, fermes, animaleries;Kweken, winkels, zoo, dierentuinen, opvangcentrum, opvangcentra, maneges, boerderijen, dierenzaken, dierenzaak;1;0;1
2023;PU introduits;SV ingediend;5.;Placer un ou des dispositif(s) de publicité (cfr chap. II et chap. III, section 4, sous-section 1 de l'arrêté);Plaatsen van (aantal) reclame-inrichtingen (cf. hfdstk. II en hfdstk. III, afdeling 4, onderafdeling 1 van het besluit);43;41;2
2023;PU introduits;SV ingediend;4.;Modifier le nombre de logements dans une construction existante (cfr chap. II et chap. III, section 3 de l'arrêté);Het aantal woningen in een bestaand gebouw wijzigen(cf. hfdstk. II en hfdstk. III, afdeling 3 van het besluit);7;6;1
