Année;Domaine;Domein;Code catégorie;Catégorie principale;Hoofdcategorie;Total global;Total commune;Total Région
2024;PU délivrés;SV afgeleverd;6.;Placer un ou des enseigne(s) et/ou publicité(s) associée(s) à l'enseigne (cfr chap. II et chap. III, section 4, sous-section 2 de l'arrêté);Plaatsen van  (aantal) uithangborden en/of reclame in verband met het merk (cf. hfdstk. II en hfdstk. III, afdeling 4, onderafdeling 2 van het besluit);22;17;5
2024;PU délivrés;SV afgeleverd;8.;Utiliser un terrain pour le dépôt, pour le stationnement de véhicules ou pour le placement d'installations mobiles pouvant être utilisées pour l'habitation (cfr chap. II et chap. III, section 6 de l'arrêté);"Een terrein gebruiken voor het stallen, voor het parkeren van voertuigen of voor de plaatsing van mobiele installaties die voor 
bewoning gebruikt kunnen worden (cf. hfdstk. II en hfdstk. III, afdeling 6 van het besluit)";2;0;2
2024;PE introduits;MV ingediend;121;Produits dangereux, biocides;Gevaarlijke producten, biociden;12;2;10
2024;PE introduits;MV ingediend;23;Boulangeries patisseries, patissier, alimentaire, pains, tartes;Bakkerijen, patisserie, voeding, taarten, brood;4;4;0
2024;PE introduits;MV ingediend;132;Tours de refroidissement;Koeltorens;3;0;3
2024;PE introduits;MV ingediend;59;Feu d'artifices, airbags;Vuurwerken, airbags;1;0;1
2024;PE délivrés;MV afgeleverd;152;Véhicules (Stationnement);Voertuigen (parkeren);10;0;10
2024;PE délivrés;MV afgeleverd;28;Polystyrène;Polystyreen;3;3;0
2024;PE délivrés;MV afgeleverd;122;Fruits, légumes, grossistes;Groenten, fruit, groothandels;3;1;2
2024;PE délivrés;MV afgeleverd;80;Huiles résiduaires (dépôts);Afvaloliën  (opslagplaatsen);2;0;2
2023;PE introduits;MV ingediend;104;Groupe, secours, électrogène, sprinklage;Noodgroepen, noodaggregaat, noodaggregaat, sprinkler;32;14;18
2023;PE introduits;MV ingediend;47;Déchets non dangereux;Niet gevaarlijke afvalstoffen;5;1;4
2023;PE introduits;MV ingediend;62;Forage;Boring;2;0;2
2023;PE introduits;MV ingediend;152;Véhicules (Stationnement);Voertuigen (parkeren);0;0;0
2023;PE introduits;MV ingediend;154;Vernis (dépôts);Vernis (opslagplaat-sen);0;0;0
2023;PE délivrés;MV afgeleverd;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;47;2;45
2023;PE délivrés;MV afgeleverd;148;Transformateurs statiques;Statische transformatoren;18;2;16
2023;PE délivrés;MV afgeleverd;53;Dépôts général;Algemene opslagplaats;13;4;9
2023;PE délivrés;MV afgeleverd;88;Liquides inflammables (dépôts);Ontvlambare vloeistoffen (opslagplaatsen);12;5;7
2023;PE délivrés;MV afgeleverd;224;Garages;Garages;3;0;3
2023;PE délivrés;MV afgeleverd;28;Polystyrène;Polystyreen;2;2;0
2023;PE délivrés;MV afgeleverd;72;Gaz;Gas;2;1;1
2022;PU délivrés;SV afgeleverd;6.;Placer un ou des enseigne(s) et/ou publicité(s) associée(s) à l'enseigne (cfr chap. II et chap. III, section 4, sous-section 2 de l'arrêté);Plaatsen van  (aantal) uithangborden en/of reclame in verband met het merk (cf. hfdstk. II en hfdstk. III, afdeling 4, onderafdeling 2 van het besluit);34;31;3
2022;PE introduits;MV ingediend;88;Combustibles, essence;Brandstoffen, benzine;10;2;8
2022;PE introduits;MV ingediend;72;Réservoirs;Gasreservoirs;5;1;4
2022;PE introduits;MV ingediend;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, cogen, fours, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;3;0;3
2022;PE introduits;MV ingediend;99;Dégraissage, fontaine;Ontvettingsfontein;2;0;2
2022;PE introduits;MV ingediend;14;Piscines, thermes, jacuzzi;Zwembaden, thermen, jacuzzi;0;0;0
2022;PE introduits;MV ingediend;62;Forage, géothermie;Boring, geothermie;0;0;0
2022;PE introduits;MV ingediend;90;Magasins;Winkels;0;0;0
2022;PE introduits;MV ingediend;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;0;0;0
2022;PE introduits;MV ingediend;123;Marbre, pierre bleue;Marmer, blauwe steen;0;0;0
2022;PE délivrés;MV afgeleverd;28;Chantiers;Werven;35;35;0
2022;PE délivrés;MV afgeleverd;53;Dépôts général;Algemene opslagplaats;10;0;10
2022;PE délivrés;MV afgeleverd;45;Déchets dangereux liquides (dépôt);Gevaarlijke afvalstoffen (opslag);3;1;2
2022;PE délivrés;MV afgeleverd;74;Gaz (récipients mobiles);Gas (verplaatsbare recipiënten);3;0;3
2022;PE délivrés;MV afgeleverd;83;Imprimerie;Drukkerijen;2;0;2
2022;PE délivrés;MV afgeleverd;98;Soudage, chalumeaux;Lassen, toortsen;2;0;2
2022;PE délivrés;MV afgeleverd;100;Métaux (dépôts de);Metalen (opslaplaatsen voor);2;0;2
2022;PE délivrés;MV afgeleverd;46;Traitement déchets dangereux;Gevaarlijke  afvalstoffen (behandeling);1;0;1
2022;PE délivrés;MV afgeleverd;114;Photo (développement);Foto (ontwikkeling);1;0;1
2022;PE délivrés;MV afgeleverd;147;Café;Koffiebranderij;1;1;0
2022;PE délivrés;MV afgeleverd;96;Matières végétales ou animales;Plantaardige of dierlijke stoffen;0;0;0
2022;PE délivrés;MV afgeleverd;106;Déchets de cuisine et de table, huiles et graisses de friture usagées, abats, anciennes denrées alimentaires, peaux, fourrure, laine, cadavres;Keukenafval en etensresten, gebruikte frituurolie en -vetten, slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol, kadavers;0;0;0
2021;PE introduits;MV ingediend;48;Compacteur, broyeur;Pers, breker, vermaler;6;0;6
2021;PE introduits;MV ingediend;94;Plastic;Plastiek;4;3;1
2021;PE introduits;MV ingediend;45;DEEE (dépôt);AEEA (opslag);0;0;0
2021;PE introduits;MV ingediend;51;Collecte déchets, parc à conteneur;Inzameling afvalstoffen, containerpark;0;0;0
2021;PE introduits;MV ingediend;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);0;0;0
2021;PE introduits;MV ingediend;138;Surface (application);Oppervlakte (aanbrenging);0;0;0
2021;PE introduits;MV ingediend;224;Garages, parkings;Garages, parkings;0;0;0
2021;PE délivrés;MV afgeleverd;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, thermoblocs, aerothermes, cogen, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;145;43;102
2021;PE délivrés;MV afgeleverd;85;Laboratoires;Laboratoria;11;0;11
2021;PE délivrés;MV afgeleverd;19;Bois;Hout;7;0;7
2021;PE délivrés;MV afgeleverd;117;Poisson, magasins, conserves;Foto, labo, ontwikkeling;5;3;2
2021;PE délivrés;MV afgeleverd;151;Véhicules seconde main, showroom, garage;Showroom, tweedehandswagens, garage;4;0;4
2021;PE délivrés;MV afgeleverd;132;Refroidissement (installations de);Koeling (inrichtingen);2;0;2
2021;PE délivrés;MV afgeleverd;82;Industrie graphique, sérigraphie;Grafische industrie, zeefdruk;0;0;0
2020;PU délivrés;SV afgeleverd;15.;Autre;Ander;24;16;8
2020;PE introduits;MV ingediend;127;Produits  d'origine animale;Producten van dierlijke oorsprong;3;3;0
2020;PE introduits;MV ingediend;72;Gaz;Gas;2;0;2
2020;PE introduits;MV ingediend;73;Digesteur, réacteur, fermentation;Vergister, bioreactor, fermentatie;0;0;0
2020;PE introduits;MV ingediend;151;Stationnement (véhicules);Parkeren (voertuigen);0;0;0
2020;PE introduits;MV ingediend;162;Antennes;Antennes;0;0;0
2020;PE délivrés;MV afgeleverd;27;Amiante;Asbest;90;0;90
2020;PE délivrés;MV afgeleverd;13;Automobiles (réparation);Auto's (herstellingen);4;2;2
2020;PE délivrés;MV afgeleverd;45;Déchets dangereux et non dangereux autres qu'inertes;Gevaarlijke en niet inerte afvalstoffen;3;0;3
2020;PE délivrés;MV afgeleverd;16;Béton, fabrication, sol;Productie, vloer;1;0;1
2020;PE délivrés;MV afgeleverd;122;Produits d'origine végétale (dépôts de);Producten van plantaardige oorsprong (opslagplaat);1;0;1
2020;PE délivrés;MV afgeleverd;91;Marbre;Marmer;0;0;0
2020;PE délivrés;MV afgeleverd;225;Bouteilles, bonbonnes, réservoirs;Gassen (vaste recipiënten);0;0;0
2019;PE introduits;MV ingediend;28;Chantiers;Werven;40;40;0
2019;PE introduits;MV ingediend;148;Transformateurs statiques;Statische transformatoren;28;6;22
2019;PE introduits;MV ingediend;71;Gaz (traitement physique);Gas (fysische verwerking);12;4;8
2019;PE introduits;MV ingediend;74;Gaz (récipients mobiles);Gas (verplaatsbare recipiënten);4;1;3
2019;PE introduits;MV ingediend;48;Déchets non dangereux (traitement mécanique);Niet gevaarlijke afvalstoffen (mechanische verwerking);1;0;1
2019;PE introduits;MV ingediend;45;Déchets dangereux;Gevaarlijke afvalstoffen;0;0;0
2019;PE introduits;MV ingediend;89;Luna-parks;Lunaparken;0;0;0
2019;PE introduits;MV ingediend;165;Construction métallique, voitures;Metaalverwerkende nijverheid, wagens;0;0;0
2019;PE introduits;MV ingediend;173;Produits dangereux;Gevaarlijke producten;0;0;0
2024;PE introduits;MV ingediend;132;Frigo, HVAC, Split, chiller, air conditionné, groupe de froid, PAC;Chiller, split, HVAC, airconditioning, koelgroepen;45;22;23
2024;PE introduits;MV ingediend;68;Garages, parkings;Garages, parkings;43;32;11
2024;PE délivrés;MV afgeleverd;62;Forage, géothermie;Boring, geothermie;6;0;6
2024;PE délivrés;MV afgeleverd;48;Déchets non dangereux (traitement mécanique);Niet gevaarlijke afvalstoffen (mechanische verwerking);3;0;3
2024;PE délivrés;MV afgeleverd;41;Composter;Composteren;1;0;1
2024;PE délivrés;MV afgeleverd;119;Produits alimentaires d'origine animale;Voedingsproduc-ten van dier-lijke oorsprong;1;0;1
2024;PE délivrés;MV afgeleverd;154;Vernis (dépôts);Vernis (opslagplaat-sen);1;0;1
2023;PU délivrés;SV afgeleverd;9.1.;Abattre, déplacer ou pratiquer toute intervention susceptible de mettre en péril la survie d'un ou des arbre(s) à haute tige (hors voirie) (cfr chap. II et chap. III, section 7 de l'arrêté);Vellen, verplaatsen of uitvoeren van eender welke ingreep die een bedreiging kan vormen voor het overleven van ……… (aantal) hoogstammige bo(o)m(en) (gelegen buiten de weg) / het silhouet wijzigen van……… (aantal) bo(o)m(en) ingeschreven op de inventaris van het onroerend erfgoed (cf. hfdstk. II en hfdstk. III, afdeling 7 van het besluit);24;12;12
2023;PE introduits;MV ingediend;40;Combustion, chaudières, gaz, mazout, charbon, bois, vapeur, générateurs, thermoblocs, aerothermes, cogen, brûleurs;Verbranding, verwarmingsinstallaties, verwarmingsketels,  gas, mazout, stookolie, steenkool, hout, stoom, generatoren, thermoblok, aerothermen, heteluchtverwarmers, WKK, cogeneratie;65;29;36
2023;PE introduits;MV ingediend;28;Chantiers;Werven;36;36;0
2023;PE introduits;MV ingediend;45;DEEE;AEEA;4;1;3
2023;PE introduits;MV ingediend;48;Déchets non dangereux (traitement mécanique);Niet gevaarlijke afvalstoffen (mechanische verwerking);3;0;3
2023;PE introduits;MV ingediend;104;Moteurs;Motoren;1;1;0
2023;PE introduits;MV ingediend;74;Gaz (récipients mobiles);Gas (verplaatsbare recipiënten);0;0;0
2023;PE délivrés;MV afgeleverd;148;Cabine haute tension, cabine électrique;Hoogspanningscabines;97;17;80
2023;PE délivrés;MV afgeleverd;55;Electricité;Elektriciteit;8;1;7
2023;PE délivrés;MV afgeleverd;56;Infiltration, STEP;Rietvelden, infiltratie, sterfputten;7;0;7
2023;PE délivrés;MV afgeleverd;99;Dégraissage, fontaine;Ontvettingsfontein;3;0;3
2022;PU introduits;SV ingediend;8.;Utiliser un terrain pour le dépôt, pour le stationnement de véhicules ou pour le placement d'installations mobiles pouvant être utilisées pour l'habitation (cfr chap. II et chap. III, section 6 de l'arrêté);"Een terrein gebruiken voor het stallen, voor het parkeren van voertuigen of voor de plaatsing van mobiele installaties die voor 
bewoning gebruikt kunnen worden (cf. hfdstk. II en hfdstk. III, afdeling 6 van het besluit)";1;0;1
2022;PE introduits;MV ingediend;88;Combustibles, huiles et graisses minérales;Brandstoffen, oliën en minerale vetten;1;0;1
2022;PE introduits;MV ingediend;45;Déchets dangereux solides;Vaste gevaarlijke afvalstoffen;0;0;0
2022;PE introduits;MV ingediend;173;Produits dangereux;Gevaarlijke producten;0;0;0
2022;PE délivrés;MV afgeleverd;88;Combustibles, diesel, citerne à mazout,;Brandstoffen, mazout, stookolie, diesel;34;10;24
2022;PE délivrés;MV afgeleverd;41;Composter;Composteren;1;0;1
2022;PE délivrés;MV afgeleverd;82;Industrie graphique, sérigraphie;Grafische industrie, zeefdruk;1;0;1
2022;PE délivrés;MV afgeleverd;126;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;1;0;1
2022;PE délivrés;MV afgeleverd;143;Textile, tissus, vêtements,;Textiel, stoffen, kleren;1;1;0
2022;PE délivrés;MV afgeleverd;154;Vernis (dépôts);Vernis (opslagplaat-sen);0;0;0
2021;PE introduits;MV ingediend;68;Garages (couverts);Garages (overdekte);7;4;3
2021;PE introduits;MV ingediend;45;Déchets dangereux;Gevaarlijke afvalstoffen;3;0;3
2021;PE introduits;MV ingediend;53;Dépôts général;Algemene opslagplaats;3;0;3
2021;PE introduits;MV ingediend;55;Electricité;Elektriciteit;2;2;0
2021;PE introduits;MV ingediend;28;Polystyrène;Polystyreen;1;1;0
2021;PE introduits;MV ingediend;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;1;0;1
2021;PE introduits;MV ingediend;59;Feu d'artifices, airbags;Vuurwerken, airbags;0;0;0
2021;PE délivrés;MV afgeleverd;71;Gaz;Gas;44;7;37
2021;PE délivrés;MV afgeleverd;135;Musique;Muziek;9;8;1
2021;PE délivrés;MV afgeleverd;21;Soda, alcool, bières, vins, jus;Dranken, bierbrouwerijen, frisdranken, alcohol, bieren, wijnen;2;2;0
2021;PE délivrés;MV afgeleverd;45;Déchets dangereux et non dangereux autres qu'inertes;Gevaarlijke en niet inerte afvalstoffen;2;0;2
2021;PE délivrés;MV afgeleverd;62;Pompage d’essai, puits;Pompproef, proefpomping, put;2;0;2
2021;PE délivrés;MV afgeleverd;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;1;1;0
2021;PE délivrés;MV afgeleverd;28;Chantiers (construction);Werven (bouw);0;0;0
2021;PE délivrés;MV afgeleverd;28;Polystyrène;Polystyreen;0;0;0
2021;PE délivrés;MV afgeleverd;45;Déchets dangereux (dépôt);Gevaarlijke afvalstoffen (opslag);0;0;0
2021;PE délivrés;MV afgeleverd;45;DEEE (dépôt);AEEA (opslag);0;0;0
2020;PU introduits;SV ingediend;2.;Démolir sans reconstruire (cfr chap. II et chap. III, section 2 de l'arrêté);Afbreken zonder heropbouwen (cf. hfdstk. II en hfdstk. III, afdeling 2 van het besluit);5;2;3
2020;PE introduits;MV ingediend;132;Frigo, HVAC, Split, chiller, air conditionné, groupe de froid, PAC;Chiller, split, HVAC, airconditioning, koelgroepen;70;46;24
2020;PE introduits;MV ingediend;120;Produits minéraux;Minerale producten;1;1;0
2020;PE introduits;MV ingediend;51;Collecte déchets, parc à conteneur;Inzameling afvalstoffen, containerpark;0;0;0
2020;PE introduits;MV ingediend;59;Explosifs, airbags;Explosieven, airbags;0;0;0
2020;PE introduits;MV ingediend;74;Gaz (récipients mobiles);Gas (verplaatsbare recipiënten);0;0;0
2020;PE introduits;MV ingediend;138;Cabine de peinture, carosserie, vernis;Spuitcabine, verfcabine, carrosserie, vernis;0;0;0
2020;PE introduits;MV ingediend;161;Véhicules hors d'usage, VHU;Afgedankte voertuigen;0;0;0
2020;PE délivrés;MV afgeleverd;18;Menuiseries, scieries, charpenteries;Schrijnwerkerij, zagerij, timmerwerk;6;2;4
2020;PE délivrés;MV afgeleverd;132;Refroidissement (installations de);Koeling (inrichtingen);4;0;4
2020;PE délivrés;MV afgeleverd;119;Traiteurs;Traiteurs;3;1;2
2020;PE délivrés;MV afgeleverd;45;Déchets dangereux liquides (dépôt);Gevaarlijke afvalstoffen (opslag);1;0;1
2020;PE délivrés;MV afgeleverd;41;Composter;Composteren;0;0;0
2020;PE délivrés;MV afgeleverd;51;Déchets;Afvalstoffen;0;0;0
2020;PE délivrés;MV afgeleverd;97;Métaux (traitement chimique);Metalen (chemische bewerking);0;0;0
2020;PE délivrés;MV afgeleverd;98;Soudage, chalumeaux;Lassen, toortsen;0;0;0
2020;PE délivrés;MV afgeleverd;154;Vernis (dépôts);Vernis (opslagplaat-sen);0;0;0
2020;PE délivrés;MV afgeleverd;162;Antennes;Antennes;0;0;0
2019;PU délivrés;SV afgeleverd;10.;Aménager un espace vert et/ou modifier le relief du sol, déboiser ou encore défricher ou modifier la végétation d'une zone dont le Gouvernement a jugé la protection nécessaire (cfr chap. II et chap. III, section 8 de l'arrêté);Een groene ruimte aanleggen en/of het bodemreliëf wijzigen, ontbossen of ontginnen of de beplanting van een gebied waarvan de regering de bescherming noodzakelijk zou achten (cf. hfdstk. II en hfdstk. III, afdeling 8 van het besluit);2;0;2
2019;PE introduits;MV ingediend;224;Garages;Garages;3;0;3
2019;PE introduits;MV ingediend;14;Piscines, thermes, jacuzzi;Zwembaden, thermen, jacuzzi;2;1;1
2019;PE introduits;MV ingediend;72;Gaz;Gas;1;0;1
2019;PE introduits;MV ingediend;46;Déchets dangereux;Gevaarlijke afvalstoffen;0;0;0
2019;PE introduits;MV ingediend;62;Forage, captage, pompage, puits;Grondwaterbemaling, boringen, oppompen, put;0;0;0
2019;PE introduits;MV ingediend;80;Huiles résiduaires (dépôts);Afvaloliën  (opslagplaatsen);0;0;0
2019;PE introduits;MV ingediend;96;Matières végétales ou animales;Plantaardige of dierlijke stoffen;0;0;0
2019;PE introduits;MV ingediend;122;Produits d'origine végétale (dépôts de);Producten van plantaardige oorsprong (opslagplaat);0;0;0
2019;PE introduits;MV ingediend;123;Produits minéraux (dépôts à ciel ouvert);Minerale producten (openluchtop-slagplaatsen);0;0;0
2019;PE introduits;MV ingediend;126;Médicaments, produits de beauté;Schoonheidsproducten, medicamenten, geneesmiddelen;0;0;0
2019;PE introduits;MV ingediend;162;GSM;GSM;0;0;0
2019;PE délivrés;MV afgeleverd;148;Transformateurs statiques;Statische transformatoren;81;15;66
2019;PE délivrés;MV afgeleverd;13;Automobiles (réparation);Auto's (herstellingen);11;3;8
2019;PE délivrés;MV afgeleverd;79;Hôpitaux, höpital, homes, maisons de retraite;Hospitaal, hospitalen, home, rusthuis, rust- en verzorgingstehuis;2;0;2
2019;PE délivrés;MV afgeleverd;98;Métaux (traitement thermique);Metalen (thermische bewerking);2;0;2
2019;PE délivrés;MV afgeleverd;28;Chantiers (construction);Werven (bouw);0;0;0
2019;PE délivrés;MV afgeleverd;88;Combustibles, huiles et graisses minérales;Brandstoffen, oliën en minerale vetten;0;0;0
2019;PE délivrés;MV afgeleverd;104;Groupe, secours, électrogène, sprinklage;Noodgroepen, noodaggregaat, noodaggregaat, sprinkler;0;0;0
2019;PE délivrés;MV afgeleverd;106;Abats, anciennes denrées alimentaires, peaux, fourrure, laine;Slachtafval, voormalige voedingsmiddelen, huiden, pelzen, wol;0;0;0
2019;PE délivrés;MV afgeleverd;151;Stationnement (véhicules);Parkeren (voertuigen);0;0;0
2019;PE délivrés;MV afgeleverd;151;Véhicules seconde main, showroom, garage;Showroom, tweedehandswagens, garage;0;0;0
2018;PU introduits;SV ingediend;15.;Autre;Ander;19;17;2
2018;PU introduits;SV ingediend;11.;Réaliser des travaux d’infrastructure et/ou d’aménagement urbain (cfr chap. II et chap. III, section 9 de l'arrêté);Infrastructuurwerken uitvoeren en/of stedenbouwkundige werken uitvoeren (cf. hfdstk. II en hfdstk. III, afdeling 9 van het besluit);10;2;8
2018;PE introduits;MV ingediend;45;Déchets dangereux (dépôt);Gevaarlijke afvalstoffen (opslag);11;1;10
2018;PE introduits;MV ingediend;47;Déchets non dangereux (dépôt);Niet gevaarlijke afvalstoffen (opslagplaats);9;0;9
2018;PE introduits;MV ingediend;64;Fours;Ovens;5;1;4
2018;PE introduits;MV ingediend;154;Vernis (dépôts);Vernis (opslagplaat-sen);4;2;2
2018;PE introduits;MV ingediend;132;Frigo, HVAC, Split, chiller, air conditionné, groupe de froid, PAC;Chiller, split, HVAC, airconditioning, koelgroepen;2;0;2
2018;PE introduits;MV ingediend;132;Refroidissement (installations de);Koeling (inrichtingen);2;1;1
2018;PE introduits;MV ingediend;104;Groupe, secours, électrogène, sprinklage;Noodgroepen, noodaggregaat, noodaggregaat, sprinkler;1;0;1
2018;PE introduits;MV ingediend;16;Béton, fabrication, sol;Productie, vloer;0;0;0
2018;PE introduits;MV ingediend;27;Amiante;Asbest;0;0;0
2018;PE introduits;MV ingediend;119;Traiteurs;Traiteurs;0;0;0
2018;PE introduits;MV ingediend;143;Textile, tissus, vêtements,;Textiel, stoffen, kleren;0;0;0
2018;PE délivrés;MV afgeleverd;162;Antennes;Antennes;111;0;111
2018;PE délivrés;MV afgeleverd;88;Liquides inflammables (dépôts);Ontvlambare vloeistoffen (opslagplaatsen);105;36;69
2018;PE délivrés;MV afgeleverd;135;Spectacles;Schouwspelen;34;18;16
2018;PE délivrés;MV afgeleverd;16;Béton, fabrication, sol;Productie, vloer;0;0;0
2017;PU introduits;SV ingediend;3.;Modifier la destination ou l'utilisation de tout ou partie d'un bien bâti (cfr chap. II et chap. III, section 3 de l'arrêté);De bestemming of het gebruik van het geheel of een deel van een bebouwd goed wijzigen  (cf. hfdstk. II en hfdstk. III, afdeling 3 van het besluit);100;94;6
2017;PU introduits;SV ingediend;4.;Modifier le nombre de logements dans une construction existante (cfr chap. II et chap. III, section 3 de l'arrêté);Het aantal woningen in een bestaand gebouw wijzigen(cf. hfdstk. II en hfdstk. III, afdeling 3 van het besluit);14;14;0
2017;PU délivrés;SV afgeleverd;10.;Aménager un espace vert et/ou modifier le relief du sol, déboiser ou encore défricher ou modifier la végétation d'une zone dont le Gouvernement a jugé la protection nécessaire (cfr chap. II et chap. III, section 8 de l'arrêté);Een groene ruimte aanleggen en/of het bodemreliëf wijzigen, ontbossen of ontginnen of de beplanting van een gebied waarvan de regering de bescherming noodzakelijk zou achten (cf. hfdstk. II en hfdstk. III, afdeling 8 van het besluit);1;0;1
2017;PE introduits;MV ingediend;88;Liquides inflammables (dépôts);Ontvlambare vloeistoffen (opslagplaatsen);66;42;24
2017;PE introduits;MV ingediend;12;Automobiles (lavage);Auto's (wassen);4;2;2
2017;PE introduits;MV ingediend;22;Boues (dépôts);Slib (opslag);2;0;2
2017;PE introduits;MV ingediend;41;Compostage/ Biométhanisation;Composteren/ Biomethaniseren;0;0;0
2017;PE introduits;MV ingediend;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;0;0;0
2017;PE introduits;MV ingediend;68;Garages, parkings;Garages, parkings;0;0;0
2017;PE introduits;MV ingediend;87;Conserveries, boites;Conserven, conservering, blik;0;0;0
2017;PE introduits;MV ingediend;90;Magasins, supermarchés;Winkels, supermarkten;0;0;0
2017;PE introduits;MV ingediend;162;Antennes;Antennes;0;0;0
2017;PE délivrés;MV afgeleverd;153;Ventilation;Ventilatie;62;6;56
2017;PE délivrés;MV afgeleverd;80;Huiles résiduaires (dépôts);Afvaloliën  (opslagplaatsen);18;4;14
2017;PE délivrés;MV afgeleverd;64;Fours;Ovens;14;1;13
2017;PE délivrés;MV afgeleverd;114;Photo (développement);Foto (ontwikkeling);3;0;3
2017;PE délivrés;MV afgeleverd;93;Matières synthétiques (traitement);Kunststof (verwerking);2;0;2
2017;PE délivrés;MV afgeleverd;67;Morgues;Funeraria;1;0;1
2017;PE délivrés;MV afgeleverd;87;Conserveries, boites;Conserven, conservering, blik;1;0;1
2017;PE délivrés;MV afgeleverd;62;Permanent, puits;Permanente, waterput;0;0;0
2017;PE délivrés;MV afgeleverd;76;Gélatine;Gelatine;0;0;0
2016;PE introduits;MV ingediend;121;Produits dangereux (dépôts);Gevaarlijke producten (opslagplaatsen);7;0;7
2016;PE introduits;MV ingediend;36;Colles (dépôts);Lijm (opslagplaat-sen);1;1;0
2016;PE introduits;MV ingediend;97;Galvanisation, zinguage, chromage, électrolyse, dégraissage, décapage;Galvanisatie, verzinken, chromeren, electrolyse, ontvetting, decaperen;0;0;0
2016;PE introduits;MV ingediend;112;Produits phytopharmaceutiques;Gewasbeschermingsmiddelen;0;0;0
2016;PE introduits;MV ingediend;144;Textile (traitement mécanique);Textiel (mechanische bewerking);0;0;0
2016;PE introduits;MV ingediend;153;Groupe, GP, GE, HVAC;Luchtgroepen, GE, GP, HVAC;0;0;0
2016;PE introduits;MV ingediend;161;Véhicules hors d'usage, VHU;Afgedankte voertuigen;0;0;0
2016;PE introduits;MV ingediend;178;Économie circulaire, valorisation, réutilisation;Circulaire economie, valorisatie, hergebruik;0;0;0
2016;PE délivrés;MV afgeleverd;28;Chantiers (construction);Werven (bouw);50;50;0
2016;PE délivrés;MV afgeleverd;82;Imprimerie;Drukkerijen;4;2;2
2016;PE délivrés;MV afgeleverd;151;Véhicules usagés (dépôts);Tweedehandswagens (opslagplaatsen);4;1;3
2016;PE délivrés;MV afgeleverd;95;Matières synthétiques (production);Kunststof (productie);1;0;1
2016;PE délivrés;MV afgeleverd;46;Traitement déchets dangereux;Gevaarlijke  afvalstoffen (behandeling);0;0;0
2016;PE délivrés;MV afgeleverd;53;Dépôts général;Algemene opslagplaats;0;0;0
2015;PU délivrés;SV afgeleverd;4.;Modifier le nombre de logements dans une construction existante (cfr chap. II et chap. III, section 3 de l'arrêté);Het aantal woningen in een bestaand gebouw wijzigen(cf. hfdstk. II en hfdstk. III, afdeling 3 van het besluit);12;12;0
2015;PE introduits;MV ingediend;28;Chantiers (construction);Werven (bouw);53;53;0
2015;PE introduits;MV ingediend;45;Déchets dangereux solides;Vaste gevaarlijke afvalstoffen;0;0;0
2015;PE introduits;MV ingediend;93;Plastic;Plastiek;0;0;0
2015;PE introduits;MV ingediend;100;Métaux;Metaal;0;0;0
2015;PE introduits;MV ingediend;132;Frigo, HVAC, Split, chiller, air conditionné, groupe de froid, PAC;Chiller, split, HVAC, airconditioning, koelgroepen;0;0;0
2015;PE introduits;MV ingediend;150;Véhicules neufs (dépôts);Nieuwe voertuigen (opslagplaat-sen);0;0;0
2015;PE introduits;MV ingediend;179;Bassins d’orage d’eaux pluviales;Stormbekkens;0;0;0
2015;PE délivrés;MV afgeleverd;12;Automobiles (lavage);Auto's (wassen);17;2;15
2015;PE délivrés;MV afgeleverd;122;Produits d'origine végétale (dépôts de);Producten van plantaardige oorsprong (opslagplaat);5;1;4
2015;PE délivrés;MV afgeleverd;59;Explosifs, airbags;Explosieven, airbags;3;0;3
2015;PE délivrés;MV afgeleverd;13;Automobiles, réparations, voitures, véhicules, carrosseries, garages;Automobielen, herstellingen, reparaties, voertuigen, carrosserie, garage;0;0;0
2015;PE délivrés;MV afgeleverd;45;DEEE (dépôt);AEEA (opslag);0;0;0
2015;PE délivrés;MV afgeleverd;45;Liquides inflammables;Vloeistoffen, ontvlambare / ontvlambaar;0;0;0
2015;PE délivrés;MV afgeleverd;48;Compacteur, broyeur;Pers, breker, vermaler;0;0;0
2015;PE délivrés;MV afgeleverd;143;Textile, tissus, vêtements,;Textiel, stoffen, kleren;0;0;0
