Année;Commune;Gemeente;Total commune;Total hommes;% Hommes;Total femmes;% Femmes;"Total niveau d'étude ""faible""";"% Niveau d'étude ""faible""";"Hommes - Niveau d’études ""faible""";"% Hommes - Niveau d’études ""faible""";"Femmes - Niveau d’études ""faible""";"% Femmes - Niveau d’études ""faible""";"Total niveau d'étude ""moyen""";"% Niveau d'étude ""moyen""";"Hommes - Niveau d’études ""moyen""";"% Hommes - Niveau d’études ""moyen""";"Femmes - Niveau d’études ""moyen""";"% Femmes - Niveau d’études ""moyen""";"Total niveau d'étude ""élevé""";"% Niveau d'étude ""élevé""";"Hommes - Niveau d’études ""élevé""";"% Hommes - Niveau d’études ""élevé""";"Femmes - Niveau d’études ""élevé""";"% Femmes - Niveau d’études ""élevé""";Total étrangers sans équivalence;% Étrangers sans équivalence;Hommes étrangers sans équivalence;% Hommes étrangers sans équivalence;Femmes étrangères sans équivalence;% Femmes étrangère sans équivalence
2017;Auderghem;Oudergem;1603.0;757;47.223955084217096;846;52.776044915782904;327;20.399251403618216;174;10.854647535870242;153;9.544603867747972;394;24.578914535246412;198;12.351840299438553;196;12.22707423580786;378;23.580786026200872;160;9.981285090455398;218;13.599500935745477;504;31.4410480349345;225;14.0361821584529;279;17.404865876481598
2017;Forest;Vorst;4842.0;2459;50.78479966955803;2382;49.19454770755886;1059;21.871127633209415;607;12.536142090045436;452;9.334985543163981;971;20.053696819496075;501;10.346964064436182;470;9.706732755059893;935;19.310202395704255;411;8.48822800495663;524;10.821974390747625;1876;38.74432052870714;940;19.413465510119785;936;19.33085501858736
2017;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;9499.0;5157;54.28992525529003;4342;45.71007474470997;2475;26.055374249921044;1446;15.222655016317507;1029;10.832719233603537;1879;19.78102958206127;893;9.4009895778503;986;10.380040004210969;665;7.000736919675756;292;3.074007790293715;373;3.92672912938204;4480;47.16285924834193;2526;26.59227287082851;1954;20.570586377513422
2017;Uccle;Ukkel;4294.0;1999;46.553330228225434;2295;53.446669771774566;861;20.051234280391245;466;10.852352119236143;395;9.198882161155101;1016;23.66092221704704;519;12.086632510479738;497;11.574289706567303;1080;25.151374010246858;450;10.47973917093619;630;14.671634839310666;1337;31.136469492314856;564;13.13460642757336;773;18.0018630647415
2017;Watermael-Boitsfort;Watermaal-Bosvoorde;1269.0;601;47.36012608353034;668;52.63987391646966;264;20.803782505910164;153;12.056737588652481;111;8.747044917257684;322;25.374310480693456;173;13.6327817178881;149;11.741528762805359;361;28.447596532702917;132;10.401891252955082;229;18.045705279747835;322;25.374310480693456;143;11.268715524034672;179;14.105594956658788
2017;Woluwe-Saint-Pierre;Sint-Pieters-Woluwe;1437.0;670;46.62491301322199;767;53.37508698677801;240;16.701461377870565;130;9.046624913013222;110;7.6548364648573415;311;21.64231036882394;160;11.134307585247043;151;10.508002783576895;434;30.201809324982605;176;12.247738343771747;258;17.954070981210858;452;31.454418928322898;204;14.19624217118998;248;17.258176757132915
2016;Forest;Vorst;4997.0;2534;50.71042625575345;2463;49.289573744246546;1078;21.572943766259755;626;12.527516509905945;452;9.045427256353813;1020;20.412247348409046;515;10.306183710226136;505;10.10606363818291;953;19.071442865719433;409;8.18491094656794;544;10.88653191915149;1946;38.94336601961177;984;19.69181508905343;962;19.251550930558334
2016;Jette;Jette;4023.0;1879;46.70643798160577;2144;53.29356201839423;985;24.484215759383545;476;11.831966194382302;509;12.652249565001242;927;23.042505592841163;420;10.439970171513796;507;12.602535421327369;465;11.558538404175989;225;5.592841163310962;240;5.965697240865026;1646;40.914740243599304;758;18.841660452398706;888;22.0730797912006
2015;Auderghem;Oudergem;1687.0;810;48.01422643746295;877;51.985773562537055;357;21.16182572614108;180;10.669828097213989;177;10.49199762892709;423;25.074096028452875;225;13.337285121517487;198;11.736810906935387;394;23.355068168346175;172;10.195613515115589;222;13.159454653230588;513;30.409010077059868;233;13.811499703615887;280;16.59751037344398
2015;Evere;Evere;3058.0;1414;46.23937213865271;1644;53.76062786134729;896;29.300196206671025;458;14.977109221713539;438;14.32308698495749;701;22.92347939829954;319;10.431654676258994;382;12.49182472204055;310;10.13734466971877;129;4.2184434270765205;181;5.91890124264225;1151;37.63897972531066;508;16.612164813603663;643;21.026814911707
2015;Schaerbeek;Schaarbeek;13760.0;7381;53.64098837209303;6379;46.35901162790697;3403;24.73110465116279;1968;14.302325581395348;1435;10.428779069767442;2510;18.24127906976744;1283;9.324127906976743;1227;8.917151162790697;1476;10.726744186046512;714;5.188953488372093;762;5.537790697674418;6371;46.30087209302325;3416;24.825581395348838;2955;21.475290697674417
2014;Etterbeek;Etterbeek;3960.0;2026;51.161616161616166;1934;48.838383838383834;819;20.681818181818183;466;11.767676767676766;353;8.914141414141415;751;18.964646464646464;413;10.429292929292929;338;8.535353535353535;741;18.712121212121215;342;8.636363636363637;399;10.075757575757576;1649;41.64141414141414;805;20.32828282828283;844;21.313131313131315
2014;Ganshoren;Ganshoren;2042.0;952;46.62095984329089;1089;53.33006856023507;617;30.215475024485798;289;14.152791380999021;328;16.06268364348678;470;23.016650342801174;200;9.79431929480901;270;13.222331047992164;237;11.606268364348677;116;5.680705190989226;121;5.925563173359452;717;35.112634671890305;347;16.993143976493634;370;18.11949069539667
2014;Saint-Gilles;Sint-Gillis;6218.0;3505;56.368607269218394;2713;43.631392730781606;1245;20.02251527822451;772;12.41556770665809;473;7.606947571566421;1106;17.787069797362495;617;9.922804760373111;489;7.864265036989386;1276;20.521067867481506;593;9.536828562238663;683;10.984239305242843;2591;41.669347056931485;1523;24.493406239948538;1068;17.17594081698295
2014;Schaerbeek;Schaarbeek;14845.0;7981;53.76220949814753;6864;46.23779050185248;3882;26.1502189289323;2194;14.779386998989558;1688;11.370831929942742;2883;19.42068036375884;1452;9.781071067699562;1431;9.639609296059279;1577;10.623105422701245;761;5.126305153250253;816;5.496800269450993;6503;43.80599528460761;3574;24.07544627820815;2929;19.73054900639946
2014;Watermael-Boitsfort;Watermaal-Bosvoorde;1474.0;685;46.47218453188602;789;53.52781546811397;357;24.219810040705564;195;13.22930800542741;162;10.990502035278155;374;25.37313432835821;198;13.432835820895523;176;11.940298507462686;423;28.697421981004073;161;10.922659430122117;262;17.774762550881952;320;21.709633649932158;131;8.887381275440976;189;12.82225237449118
2013;Bruxelles;Brussel;17460.0;9725;55.6987399770905;7736;44.306987399770904;4844;27.743413516609394;2839;16.260022909507445;2005;11.483390607101947;3352;19.198167239404356;1687;9.66208476517755;1665;9.536082474226804;1864;10.675830469644902;961;5.504009163802978;903;5.171821305841924;7401;42.38831615120275;4238;24.27262313860252;3163;18.11569301260023
2013;Evere;Evere;3152.0;1464;46.44670050761421;1689;53.58502538071066;1042;33.058375634517766;512;16.243654822335024;530;16.814720812182742;755;23.953045685279186;344;10.913705583756345;411;13.039340101522843;281;8.914974619289339;119;3.7753807106598987;162;5.1395939086294415;1075;34.10532994923858;489;15.513959390862944;586;18.591370558375633
2013;Forest;Vorst;5774.0;2971;51.45479736750953;2802;48.5278836162106;1450;25.11257360581919;817;14.149636300658122;633;10.962937305161066;1217;21.077242812608244;595;10.304814686525805;622;10.772428126082438;1018;17.63075857291306;455;7.880152407343263;563;9.750606165569796;2088;36.16210599237964;1104;19.120193972982335;984;17.041912019397298
2013;Jette;Jette;4430.0;2105;47.51693002257336;2325;52.48306997742663;1329;30.0;624;14.085778781038375;705;15.914221218961625;1058;23.882618510158014;482;10.880361173814897;576;13.002257336343115;467;10.54176072234763;232;5.237020316027087;235;5.304740406320542;1576;35.57562076749436;767;17.313769751693002;809;18.26185101580135
2013;Molenbeek-Saint-Jean;Sint-Jans-Molenbeek;11321.0;6135;54.19132585460649;5186;45.80867414539352;3422;30.22701174807879;1877;16.57980743750552;1545;13.647204310573272;2306;20.36922533345111;1060;9.36313046550658;1246;11.006094867944528;681;6.015369666990549;306;2.7029414362688806;375;3.3124282307216673;4912;43.38839325147955;2892;25.545446515325505;2020;17.84294673615405
