Classe PEB;Classe PEB principale;Émission C02 kWh/m²/an;Type;Type;Type;Catégorie de logement;Woningcategorie;Housing category;ID Lot;ID Immeuble;Adresse;Adres;Code postal;Commune;Gemeente;Quartier;Wijk;Coordonnées géographiques
C;C;26;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02477;0095;RUE DE L'EPARGNE 4;4 SPAARSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8547501, 4.3530174
C+;C;21;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05834;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
C-;C;31;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03108;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C;C;22;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02985;0112;PLACE DU JEU DE BALLE 51;51 VOSSENPLEIN;1000;Bruxelles;Brussel;Marolles;Marollen;50.8365258, 4.3460328
C+;C;21;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05835;0405;RUE DE BEYSEGHEM 59-77;59-77 BEIZEGEMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959217, 4.3803786
C;C;22;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03219;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
B+;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01795;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
B+;B;9;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06810;0449;RUE DE RANSBEEK 58;58 RANSBEEKSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8959414, 4.3956658
C;C;24;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03084;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
B+;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01804;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
C-;C;9;Studio;Studio;Studio;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03520;0123;RUE DU SOLARIUM 96;96 SOLARIUMSTRAAT;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8968611, 4.3718055555555555
C;C;24;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03090;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
B+;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01812;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
B;B;14;Studio;Studio;Studio;Contrat de quartier;Wijkcontract;Neighbourhood contract;06751;0442;RUE DE L'ECLUSIER COGGE 29/31;29/31 SLUISMEESTER COGGESTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8692072, 4.3611989
C;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03180;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01809;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
C;C;25;Studio;Studio;Studio;Moyen;Middenklasse;Middle;02868;0111;RUE DU MIDI 133;133 ZUIDSTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8443767, 4.3475522
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03083;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01806;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
C;C;25;Studio;Studio;Studio;Moyen;Middenklasse;Middle;02885;0111;RUE DU MIDI 133;133 ZUIDSTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8443767, 4.3475522
C;C;22;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03222;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01802;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
C;C;25;Studio;Studio;Studio;Moyen;Middenklasse;Middle;02856;0111;RUE DU MIDI 133;133 ZUIDSTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8443767, 4.3475522
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03181;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;02395;0094;PLACE SAINT-GERY 18;18 SINT-GORIKSPLEIN;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8478813, 4.3467021
C;C;24;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05236;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03087;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C-;C;11;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;03912;0159;RUE VAN ARTEVELDE 100;100 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484992, 4.3474448
C;C;24;Studio;Studio;Studio;Moyen;Middenklasse;Middle;05227;0375;RUE SIMONS 1-13;1-13 SIMONSSTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.8605486, 4.3535876
C;C;24;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03217;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
B;B;15;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;05170;0369;Pl. du Nouveau Marché aux Grains 10;10 Nieuwe Graanmarkt;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8475556, 4.344555555555555
B-;B;17;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06312;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
C;C;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03235;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01425;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B+;B;11;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06347;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
C;C;23;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03237;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01441;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
A-;A;8;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06329;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;03202;0117;RUE VAN ARTEVELDE 126;126 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484751, 4.3473924
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01375;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C+;C;19;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06340;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
C-;C;29;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;00598;0019;BOULEVARD EMILE JACQMAIN 50;50 EMILE JACQMAINLAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8531274, 4.3533448
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01415;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B+;B;10;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06348;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
C-;C;27;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;00600;0019;BOULEVARD EMILE JACQMAIN 50;50 EMILE JACQMAINLAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8531274, 4.3533448
C-;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01384;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B+;B;11;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06315;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
C-;C;28;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;00603;0019;BOULEVARD EMILE JACQMAIN 50;50 EMILE JACQMAINLAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8531274, 4.3533448
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01368;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B+;B;11;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06313;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
C;C;23;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;02599;0098;RUE DE LAEKEN 137;137 LAKENSESTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8720288, 4.3251927
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01381;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B+;B;10;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06349;0425;RUE HAUTE 189-193;189-193 HOOGSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8393837, 4.3505382
C;C;23;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;02608;0098;RUE DE LAEKEN 137;137 LAKENSESTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8720288, 4.3251927
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01411;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B-;B;22;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06637;0437;RUE VAN ARTEVELDE 118 - 122;118 - 122 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8486641, 4.3471019
C+;C;21;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02780;0110;BOULEVARD DU 9E DE LIGNE 40;40 9DE LINIELAAN;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8508056, 4.3517777777777775
C;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01341;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B-;B;23;Studio;Studio;Studio;Moyen;Middenklasse;Middle;06640;0437;RUE VAN ARTEVELDE 118 - 122;118 - 122 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8486641, 4.3471019
C-;C;26;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03617;0128;RUE DU PELICAN 6;6 PELIKAANSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8545783, 4.3537319
C-;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01389;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
A;A;3;Studio;Studio;Studio;Moyen;Middenklasse;Middle;07199;0476;RUE DE LA SENNE 84;84 ZENNESTRAAT;1000;Bruxelles;Brussel;Midi Poiçon Lemonnier;Zuid Priem Lemonnier;50.8462281, 4.3398176
C;C;24;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;01877;0078;CHAUSSEE D'ANVERS 72;72 ANTWERPSESTEENWEG;1000;Bruxelles;Brussel;Nord;Noord;50.8595132, 4.3546816
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01361;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C;C;25;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;04489;0325;PLACE DE LA MAISON ROUGE 5;5 ROODHUISPLEIN;1020;Laeken;Laken;Laeken;Laken;50.8738546, 4.353592
C-;C;28;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02962;0112;PLACE DU JEU DE BALLE 51;51 VOSSENPLEIN;1000;Bruxelles;Brussel;Marolles;Marollen;50.8365258, 4.3460328
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01405;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
B;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06901;0450;HARENBERG 199;199 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930559, 4.4144967
C-;C;29;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02964;0112;PLACE DU JEU DE BALLE 51;51 VOSSENPLEIN;1000;Bruxelles;Brussel;Marolles;Marollen;50.8365258, 4.3460328
B;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06899;0450;HARENBERG 199;199 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930559, 4.4144967
C-;C;27;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03660;0132;RUE DES MENAGES 60;60 HUISHOUDENSSTRAAT;1000;Bruxelles;Brussel;Marolles;Marollen;50.8349837, 4.3433494
B;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06874;0450;HARENBERG 199;199 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930559, 4.4144967
C;C;24;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;03887;0159;RUE VAN ARTEVELDE 100;100 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8484992, 4.3474448
B+;B;12;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06882;0450;HARENBERG 199;199 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930559, 4.4144967
C-;C;6;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;04777;0342;RUE MASUI 71;71 MASUISTRAAT;1000;Bruxelles;Brussel;Nord;Noord;50.866851, 4.3589614
B+;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06890;0450;HARENBERG 199;199 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8930559, 4.4144967
B+;B;14;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06662;0437;RUE VAN ARTEVELDE 118 - 122;118 - 122 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8486641, 4.3471019
A-;A;7;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06968;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
B+;B;15;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06669;0437;RUE VAN ARTEVELDE 118 - 122;118 - 122 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8486641, 4.3471019
A;A;6;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06965;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
B+;B;15;Appartement;Appartement;Appartment;Contrat de quartier;Wijkcontract;Neighbourhood contract;06663;0437;RUE VAN ARTEVELDE 118 - 122;118 - 122 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8486641, 4.3471019
A-;A;7;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06963;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00067;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
A-;A;7;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;07058;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00055;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
A;A;6;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;06975;0452;HARENBERG 231;231 HARENBERG;1130;Haren;Haren;Haren;Haren;50.8940423, 4.4152098
C-;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00063;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
A-;A;7;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;07100;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
C-;C;28;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00056;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
A-;A;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;07092;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
C-;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00053;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
A-;A;9;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;07080;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
C-;C;29;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;00086;0001;BOULEVARD ANSPACH 7/19;7/19 ANSPACHLAAN;1000;Bruxelles;Brussel;Grétry Anspach Sainte-Catherine Béguinage;Grétry Anspach Sint-Katelijne Begijnhof;50.84925, 4.351916666666666
A-;A;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;07076;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
C-;C;26;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01148;0058;RUE DE LA PRESSE 12;12 DRUKPERSSTRAAT;1000;Bruxelles;Brussel;Notre-Dame-aux-Neiges;Onze-Lieve-Vrouw-ter-Sneeuw;50.8644055, 4.3746728
A-;A;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;07109;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
C-;C;27;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01317;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
A-;A;8;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;07116;0456;CHEMIN VERT 4;4 KORTE GROENWEG;1120;Neder-Over_Heembeek;Neder-Over_Heembeek;Neder-over-Heembeek;Neder-over-Heembeek;50.8963634, 4.393738
C;C;25;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01308;0073;RUE DE LA  BUANDERIE 3;3 WASHUISSTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8604251, 4.3310545
C-;C;30;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02487;0095;RUE DE L'EPARGNE 4;4 SPAARSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8547501, 4.3530174
B+;B;10;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01778;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
C+;C;21;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;02485;0095;RUE DE L'EPARGNE 4;4 SPAARSTRAAT;1000;Bruxelles;Brussel;De Brouckère Laeken Martyrs Canal;De Brouckère Laken Martelaren Kanaal;50.8547501, 4.3530174
B+;B;11;Appartement;Appartement;Appartment;Moyen;Middenklasse;Middle;01775;0076;RUE VAN ARTEVELDE 81;81 ARTEVELDESTRAAT;1000;Bruxelles;Brussel;Artevelde - Saint-Géry;Artevelde - Sint-Goriks;50.8474861, 4.3447966
C-;C;29;Appartement;Appartement;Appartment;Moyen avec conditions revenus;Middenklasse met inkomensvoorwaarden;Middle with income conditions;03003;0112;PLACE DU JEU DE BALLE 51;51 VOSSENPLEIN;1000;Bruxelles;Brussel;Marolles;Marollen;50.8365258, 4.3460328
